年,週,都道府県,インフルエンザ_報告,インフルエンザ_定当,ＲＳウイルス感染症_報告,ＲＳウイルス感染症_定当,咽頭結膜熱_報告,咽頭結膜熱_定当,Ａ群溶血性レンサ球菌咽頭炎_報告,Ａ群溶血性レンサ球菌咽頭炎_定当,感染性胃腸炎_報告,感染性胃腸炎_定当,水痘_報告,水痘_定当,手足口病_報告,手足口病_定当,伝染性紅斑_報告,伝染性紅斑_定当,突発性発しん_報告,突発性発しん_定当,ヘルパンギーナ_報告,ヘルパンギーナ_定当,流行性耳下腺炎_報告,流行性耳下腺炎_定当,急性出血性結膜炎_報告,急性出血性結膜炎_定当,流行性角結膜炎_報告,流行性角結膜炎_定当,細菌性髄膜炎_報告,細菌性髄膜炎_定当,無菌性髄膜炎_報告,無菌性髄膜炎_定当,マイコプラズマ肺炎_報告,マイコプラズマ肺炎_定当,クラミジア肺炎_報告,クラミジア肺炎_定当,感染性胃腸炎（ロタウイルス）_報告,感染性胃腸炎（ロタウイルス）_定当,COVID-19_報告,COVID-19_定当
2026,19,群馬県,2,0.04,6,0.24,13,0.52,49,1.96,126,5.04,18,0.72,-,-,2,0.08,4,0.16,3,0.12,2,0.08,-,-,2,0.20,-,-,-,-,2,0.22,-,-,-,-,17,0.38
2026,19,埼玉県,17,0.10,13,0.12,27,0.25,217,1.97,397,3.61,67,0.61,40,0.36,1,0.01,38,0.35,12,0.11,6,0.05,2,0.05,5,0.12,-,-,1,0.08,6,0.50,1,0.08,1,0.08,81,0.46
2026,19,千葉県,22,0.12,15,0.14,17,0.16,168,1.54,234,2.15,40,0.37,11,0.10,3,0.03,16,0.15,3,0.03,5,0.05,-,-,15,0.44,1,0.11,-,-,1,0.11,-,-,-,-,77,0.43
2026,19,東京都,30,0.07,23,0.09,41,0.16,241,0.92,878,3.34,86,0.33,43,0.16,6,0.02,65,0.25,7,0.03,12,0.05,-,-,11,0.28,-,-,-,-,3,0.12,-,-,3,0.12,78,0.19
2026,19,神奈川県,22,0.09,19,0.13,13,0.09,177,1.26,381,2.70,48,0.34,14,0.10,4,0.03,30,0.21,1,0.01,9,0.06,-,-,38,0.76,1,0.08,-,-,5,0.42,-,-,2,0.17,56,0.23
2026,19,新潟県,16,0.29,7,0.23,6,0.20,63,2.10,79,2.63,7,0.23,-,-,7,0.23,4,0.13,1,0.03,-,-,-,-,17,1.70,2,0.15,-,-,1,0.08,-,-,1,0.08,39,0.71
2026,19,富山県,5,0.10,5,0.17,7,0.24,61,2.10,116,4.00,3,0.10,22,0.76,-,-,7,0.24,2,0.07,1,0.03,-,-,2,0.29,-,-,-,-,-,-,-,-,-,-,12,0.25
2026,19,石川県,17,0.36,7,0.25,7,0.25,65,2.32,111,3.96,17,0.61,21,0.75,-,-,9,0.32,3,0.11,-,-,-,-,5,0.71,-,-,-,-,-,-,-,-,-,-,15,0.32
2026,19,福井県,2,0.05,11,0.44,16,0.64,58,2.32,108,4.32,8,0.32,19,0.76,4,0.16,1,0.04,1,0.04,1,0.04,-,-,-,-,-,-,-,-,4,0.67,-,-,1,0.17,17,0.44
2026,19,山梨県,4,0.11,2,0.10,3,0.14,5,0.24,36,1.71,9,0.43,-,-,2,0.10,2,0.10,-,-,-,-,-,-,1,0.11,-,-,-,-,-,-,1,0.10,1,0.10,11,0.31
2026,19,長野県,16,0.32,10,0.36,8,0.29,54,1.93,137,4.89,9,0.32,1,0.04,2,0.07,9,0.32,1,0.04,1,0.04,-,-,5,0.50,-,-,-,-,1,0.08,-,-,3,0.25,19,0.38
2026,19,岐阜県,10,0.22,8,0.30,1,0.04,23,0.85,127,4.70,4,0.15,2,0.07,1,0.04,3,0.11,-,-,3,0.11,-,-,-,-,-,-,1,0.20,-,-,-,-,1,0.20,13,0.29
2026,19,静岡県,11,0.10,22,0.33,5,0.08,73,1.11,135,2.05,5,0.08,27,0.41,5,0.08,18,0.27,3,0.05,1,0.02,-,-,2,0.09,-,-,1,0.10,1,0.10,-,-,-,-,39,0.36
2026,19,愛知県,31,0.19,17,0.17,14,0.14,87,0.86,301,2.98,50,0.50,9,0.09,3,0.03,12,0.12,6,0.06,2,0.02,-,-,4,0.11,-,-,-,-,5,0.33,-,-,1,0.07,36,0.22
2026,19,三重県,8,0.12,8,0.19,15,0.35,45,1.05,113,2.63,5,0.12,2,0.05,-,-,6,0.14,1,0.02,-,-,-,-,2,0.18,-,-,-,-,3,0.33,-,-,3,0.33,17,0.25
2026,19,滋賀県,7,0.18,3,0.13,6,0.26,18,0.78,49,2.13,5,0.22,3,0.13,-,-,7,0.30,-,-,1,0.04,-,-,-,-,-,-,-,-,-,-,-,-,-,-,8,0.21
2026,19,京都府,3,0.05,2,0.05,13,0.34,96,2.53,115,3.03,28,0.74,3,0.08,-,-,12,0.32,1,0.03,-,-,-,-,-,-,-,-,1,0.14,2,0.29,-,-,-,-,14,0.22
2026,19,大阪府,36,0.13,77,0.42,64,0.35,274,1.51,611,3.36,51,0.28,22,0.12,11,0.06,34,0.19,4,0.02,4,0.02,-,-,9,0.18,-,-,-,-,3,0.17,-,-,-,-,68,0.24
2026,19,兵庫県,12,0.07,23,0.23,25,0.25,123,1.22,375,3.71,31,0.31,21,0.21,3,0.03,19,0.19,7,0.07,-,-,-,-,5,0.14,1,0.07,4,0.29,-,-,-,-,-,-,35,0.22
2026,19,奈良県,1,0.02,2,0.09,12,0.52,78,3.39,82,3.57,3,0.13,2,0.09,2,0.09,3,0.13,-,-,-,-,-,-,3,0.30,-,-,-,-,-,-,-,-,1,0.17,7,0.17
2026,19,和歌山県,5,0.11,2,0.07,7,0.26,36,1.33,58,2.15,6,0.22,1,0.04,1,0.04,12,0.44,2,0.07,-,-,-,-,1,0.25,-,-,-,-,1,0.09,-,-,2,0.18,11,0.24
2026,19,鳥取県,6,0.21,1,0.05,9,0.47,59,3.11,82,4.32,5,0.26,-,-,1,0.05,2,0.11,-,-,-,-,-,-,1,0.20,-,-,-,-,1,0.20,-,-,-,-,11,0.38
2026,19,島根県,3,0.15,3,0.27,5,0.45,11,1.00,56,5.09,6,0.55,3,0.27,-,-,7,0.64,-,-,-,-,-,-,-,-,-,-,-,-,4,0.50,-,-,-,-,10,0.50
2026,19,岡山県,4,0.08,3,0.11,6,0.21,50,1.79,79,2.82,19,0.68,25,0.89,1,0.04,10,0.36,1,0.04,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,9,0.18
2026,19,広島県,14,0.15,10,0.18,21,0.38,97,1.73,173,3.09,11,0.20,19,0.34,5,0.09,7,0.13,8,0.14,-,-,-,-,5,0.26,-,-,-,-,7,0.35,-,-,-,-,45,0.48
2026,19,山口県,13,0.21,13,0.34,8,0.21,65,1.71,121,3.18,11,0.29,5,0.13,2,0.05,8,0.21,3,0.08,-,-,-,-,3,0.33,-,-,-,-,-,-,-,-,1,0.11,14,0.23
2026,19,徳島県,2,0.06,4,0.19,4,0.19,10,0.48,79,3.76,6,0.29,-,-,1,0.05,5,0.24,-,-,2,0.10,-,-,3,0.75,-,-,-,-,2,0.29,-,-,-,-,29,0.88
2026,19,香川県,-,-,3,0.23,2,0.15,14,1.08,50,3.85,1,0.08,-,-,2,0.15,2,0.15,3,0.23,-,-,-,-,2,0.40,-,-,-,-,1,0.20,-,-,-,-,4,0.17
2026,19,愛媛県,7,0.18,10,0.48,21,1.00,81,3.86,100,4.76,10,0.48,5,0.24,5,0.24,8,0.38,-,-,-,-,-,-,4,0.50,-,-,-,-,3,0.50,-,-,-,-,13,0.34
2026,19,高知県,5,0.13,9,0.45,2,0.10,16,0.80,36,1.80,1,0.05,-,-,1,0.05,4,0.20,1,0.05,-,-,-,-,-,-,-,-,-,-,4,0.50,-,-,-,-,5,0.13
2026,19,福岡県,14,0.11,58,0.83,37,0.53,200,2.86,230,3.29,61,0.87,93,1.33,5,0.07,35,0.50,11,0.16,3,0.04,5,0.19,13,0.50,-,-,1,0.07,1,0.07,-,-,-,-,47,0.39
2026,19,佐賀県,-,-,10,0.83,6,0.50,29,2.42,15,1.25,5,0.42,30,2.50,-,-,13,1.08,3,0.25,-,-,-,-,-,-,-,-,-,-,2,0.33,-,-,-,-,2,0.08
2026,19,長崎県,3,0.06,18,0.58,13,0.42,59,1.90,47,1.52,5,0.16,9,0.29,2,0.06,2,0.06,-,-,1,0.03,-,-,9,1.13,-,-,-,-,-,-,-,-,-,-,6,0.12
2026,19,熊本県,3,0.04,13,0.28,9,0.19,91,1.94,77,1.64,13,0.28,63,1.34,12,0.26,21,0.45,10,0.21,1,0.02,-,-,4,0.44,-,-,2,0.13,-,-,-,-,-,-,30,0.42
2026,19,大分県,4,0.07,20,0.56,22,0.61,61,1.69,170,4.72,36,1.00,14,0.39,2,0.06,21,0.58,6,0.17,-,-,-,-,1,0.20,-,-,-,-,-,-,-,-,-,-,9,0.16
2026,19,宮崎県,2,0.07,23,1.53,7,0.47,49,3.27,40,2.67,11,0.73,134,8.93,-,-,7,0.47,6,0.40,-,-,-,-,5,0.83,-,-,-,-,-,-,-,-,-,-,23,0.82
2026,19,鹿児島県,6,0.11,45,1.45,25,0.81,70,2.26,92,2.97,10,0.32,118,3.81,8,0.26,11,0.35,16,0.52,-,-,-,-,2,0.29,-,-,-,-,2,0.17,1,0.08,-,-,29,0.51
2026,19,沖縄県,102,2.32,15,0.63,5,0.21,25,1.04,77,3.21,15,0.63,3,0.13,-,-,12,0.50,5,0.21,-,-,-,-,14,1.56,1,0.14,-,-,1,0.14,-,-,1,0.14,37,0.84
2026,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
