年,週,都道府県,インフルエンザ_報告,インフルエンザ_定当,ＲＳウイルス感染症_報告,ＲＳウイルス感染症_定当,咽頭結膜熱_報告,咽頭結膜熱_定当,Ａ群溶血性レンサ球菌咽頭炎_報告,Ａ群溶血性レンサ球菌咽頭炎_定当,感染性胃腸炎_報告,感染性胃腸炎_定当,水痘_報告,水痘_定当,手足口病_報告,手足口病_定当,伝染性紅斑_報告,伝染性紅斑_定当,突発性発しん_報告,突発性発しん_定当,ヘルパンギーナ_報告,ヘルパンギーナ_定当,流行性耳下腺炎_報告,流行性耳下腺炎_定当,急性出血性結膜炎_報告,急性出血性結膜炎_定当,流行性角結膜炎_報告,流行性角結膜炎_定当,細菌性髄膜炎_報告,細菌性髄膜炎_定当,無菌性髄膜炎_報告,無菌性髄膜炎_定当,マイコプラズマ肺炎_報告,マイコプラズマ肺炎_定当,クラミジア肺炎_報告,クラミジア肺炎_定当,感染性胃腸炎（ロタウイルス）_報告,感染性胃腸炎（ロタウイルス）_定当,COVID-19_報告,COVID-19_定当
2026,07,群馬県,1560,34.67,15,0.60,4,0.16,44,1.76,346,13.84,14,0.56,-,-,3,0.12,15,0.60,-,-,-,-,-,-,7,0.70,-,-,-,-,9,1.00,-,-,1,0.11,131,2.91
2026,07,埼玉県,11018,62.60,37,0.34,13,0.12,376,3.42,1090,9.91,40,0.36,5,0.05,8,0.07,21,0.19,1,0.01,4,0.04,3,0.07,14,0.33,-,-,2,0.17,8,0.67,1,0.08,-,-,572,3.25
2026,07,千葉県,9990,54.89,24,0.22,5,0.05,309,2.81,775,7.05,25,0.23,1,0.01,4,0.04,12,0.11,-,-,4,0.04,-,-,10,0.29,-,-,-,-,-,-,-,-,3,0.33,409,2.25
2026,07,東京都,16051,38.40,66,0.25,58,0.22,448,1.70,3145,11.96,64,0.24,7,0.03,14,0.05,54,0.21,2,0.01,5,0.02,-,-,7,0.18,-,-,-,-,-,-,-,-,2,0.08,669,1.60
2026,07,神奈川県,12140,49.55,55,0.39,14,0.10,299,2.11,1487,10.47,34,0.24,4,0.03,5,0.04,18,0.13,1,0.01,3,0.02,1,0.02,21,0.41,1,0.08,1,0.08,-,-,-,-,-,-,498,2.03
2026,07,新潟県,1699,30.89,12,0.40,7,0.23,132,4.40,76,2.53,10,0.33,-,-,7,0.23,5,0.17,-,-,2,0.07,-,-,-,-,-,-,-,-,4,0.31,-,-,-,-,224,4.07
2026,07,富山県,1405,29.89,6,0.21,10,0.34,189,6.52,262,9.03,2,0.07,-,-,1,0.03,10,0.34,1,0.03,1,0.03,-,-,2,0.29,-,-,-,-,1,0.20,-,-,-,-,131,2.79
2026,07,石川県,1325,28.19,11,0.39,5,0.18,100,3.57,303,10.82,18,0.64,5,0.18,3,0.11,6,0.21,3,0.11,1,0.04,-,-,5,0.71,-,-,-,-,-,-,-,-,-,-,101,2.15
2026,07,福井県,915,23.46,8,0.32,12,0.48,87,3.48,149,5.96,6,0.24,27,1.08,3,0.12,5,0.20,3,0.12,1,0.04,-,-,-,-,-,-,-,-,6,1.00,-,-,-,-,38,0.97
2026,07,山梨県,1465,41.86,29,1.38,1,0.05,6,0.29,93,4.43,1,0.05,-,-,2,0.10,3,0.14,-,-,1,0.05,-,-,3,0.33,1,0.10,-,-,2,0.20,1,0.10,-,-,93,2.66
2026,07,長野県,2206,44.12,15,0.54,5,0.18,97,3.46,226,8.07,3,0.11,-,-,2,0.07,7,0.25,1,0.04,1,0.04,-,-,16,1.60,1,0.08,-,-,6,0.50,-,-,2,0.17,233,4.66
2026,07,岐阜県,1489,33.09,12,0.44,1,0.04,26,0.96,344,12.74,5,0.19,-,-,3,0.11,1,0.04,1,0.04,-,-,-,-,1,0.09,1,0.20,-,-,4,0.80,-,-,-,-,107,2.38
2026,07,静岡県,6046,43.50,40,0.45,14,0.16,105,1.18,497,5.58,12,0.13,10,0.11,26,0.29,15,0.17,-,-,1,0.01,-,-,6,0.27,-,-,-,-,3,0.30,-,-,-,-,246,1.77
2026,07,愛知県,7893,48.42,70,0.69,12,0.12,123,1.22,782,7.74,11,0.11,2,0.02,10,0.10,17,0.17,-,-,2,0.02,3,0.09,9,0.26,-,-,-,-,11,0.73,-,-,2,0.13,276,1.69
2026,07,三重県,2901,42.04,26,0.60,7,0.16,42,0.98,293,6.81,9,0.21,1,0.02,2,0.05,3,0.07,-,-,-,-,-,-,4,0.33,-,-,-,-,7,0.78,-,-,-,-,77,1.12
2026,07,滋賀県,1820,31.38,31,0.89,2,0.06,76,2.17,209,5.97,21,0.60,-,-,3,0.09,5,0.14,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,58,1.00
2026,07,京都府,2758,41.16,17,0.43,31,0.78,147,3.68,262,6.55,25,0.63,-,-,1,0.03,6,0.15,-,-,-,-,-,-,2,0.11,-,-,-,-,6,0.86,-,-,1,0.14,132,1.97
2026,07,大阪府,9124,31.46,192,1.04,40,0.22,334,1.81,1086,5.87,53,0.29,3,0.02,15,0.08,17,0.09,3,0.02,1,0.01,-,-,6,0.12,-,-,1,0.06,1,0.06,-,-,2,0.11,218,0.75
2026,07,兵庫県,6753,41.18,88,0.84,35,0.33,221,2.10,686,6.53,35,0.33,3,0.03,13,0.12,13,0.12,3,0.03,-,-,-,-,4,0.11,-,-,2,0.14,3,0.21,1,0.07,-,-,164,1.00
2026,07,奈良県,1972,48.10,24,1.00,10,0.42,47,1.96,146,6.08,3,0.13,1,0.04,-,-,2,0.08,-,-,1,0.04,-,-,7,0.70,-,-,2,0.33,2,0.33,-,-,-,-,35,0.85
2026,07,和歌山県,1443,32.07,25,0.93,3,0.11,26,0.96,165,6.11,4,0.15,-,-,1,0.04,2,0.07,-,-,1,0.04,1,0.25,1,0.25,-,-,-,-,1,0.09,-,-,-,-,55,1.22
2026,07,鳥取県,468,16.14,17,0.89,3,0.16,81,4.26,122,6.42,9,0.47,3,0.16,3,0.16,3,0.16,-,-,-,-,-,-,1,0.20,-,-,1,0.20,2,0.40,-,-,-,-,61,2.10
2026,07,島根県,604,30.20,5,0.45,9,0.82,23,2.09,132,12.00,5,0.45,1,0.09,-,-,6,0.55,-,-,-,-,-,-,-,-,-,-,-,-,2,0.25,-,-,-,-,71,3.55
2026,07,岡山県,1495,29.90,14,0.50,5,0.18,48,1.71,214,7.64,1,0.04,14,0.50,4,0.14,5,0.18,2,0.07,-,-,-,-,1,0.08,-,-,1,0.20,3,0.60,-,-,1,0.20,77,1.54
2026,07,広島県,2642,28.41,34,0.61,12,0.21,120,2.14,457,8.16,15,0.27,2,0.04,4,0.07,7,0.13,-,-,1,0.02,-,-,21,1.11,-,-,-,-,9,0.45,-,-,3,0.15,101,1.09
2026,07,山口県,2991,47.48,49,1.23,8,0.20,152,3.80,302,7.55,2,0.05,-,-,12,0.30,9,0.23,-,-,-,-,-,-,1,0.11,-,-,-,-,6,0.67,-,-,2,0.22,69,1.10
2026,07,徳島県,1095,33.18,13,0.62,1,0.05,22,1.05,98,4.67,3,0.14,-,-,4,0.19,4,0.19,-,-,-,-,-,-,-,-,-,-,-,-,1,0.14,-,-,-,-,67,2.03
2026,07,香川県,558,24.26,5,0.38,-,-,3,0.23,83,6.38,1,0.08,-,-,6,0.46,2,0.15,-,-,-,-,-,-,3,0.60,-,-,-,-,1,0.20,-,-,1,0.20,38,1.65
2026,07,愛媛県,2212,59.78,15,0.75,8,0.40,165,8.25,129,6.45,3,0.15,-,-,8,0.40,3,0.15,-,-,2,0.10,-,-,17,2.13,-,-,-,-,2,0.33,-,-,-,-,64,1.73
2026,07,高知県,995,26.18,17,0.85,2,0.10,49,2.45,78,3.90,4,0.20,-,-,9,0.45,2,0.10,1,0.05,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,85,2.24
2026,07,福岡県,6042,49.52,48,0.69,44,0.63,404,5.77,665,9.50,27,0.39,15,0.21,10,0.14,16,0.23,1,0.01,1,0.01,-,-,23,0.88,-,-,-,-,3,0.20,-,-,-,-,60,0.49
2026,07,佐賀県,973,40.54,4,0.33,8,0.67,59,4.92,75,6.25,3,0.25,3,0.25,2,0.17,3,0.25,-,-,-,-,-,-,-,-,-,-,1,0.17,3,0.50,-,-,-,-,11,0.46
2026,07,長崎県,2665,52.25,9,0.29,17,0.55,92,2.97,154,4.97,13,0.42,7,0.23,11,0.35,6,0.19,-,-,-,-,-,-,22,2.75,-,-,-,-,8,0.67,-,-,-,-,30,0.59
2026,07,熊本県,3852,53.50,33,0.69,14,0.29,94,1.96,383,7.98,9,0.19,16,0.33,21,0.44,20,0.42,1,0.02,2,0.04,-,-,5,0.56,-,-,1,0.07,1,0.07,-,-,1,0.07,75,1.04
2026,07,大分県,3737,64.43,27,0.75,28,0.78,71,1.97,533,14.81,16,0.44,-,-,17,0.47,10,0.28,3,0.08,1,0.03,-,-,4,0.80,-,-,-,-,2,0.18,-,-,-,-,37,0.64
2026,07,宮崎県,1441,51.46,7,0.47,37,2.47,46,3.07,150,10.00,-,-,1,0.07,6,0.40,5,0.33,-,-,-,-,-,-,7,1.17,-,-,-,-,2,0.29,-,-,1,0.14,30,1.07
2026,07,鹿児島県,3541,62.12,28,0.90,31,1.00,67,2.16,227,7.32,10,0.32,-,-,12,0.39,6,0.19,-,-,3,0.10,-,-,5,0.71,-,-,-,-,2,0.17,-,-,-,-,22,0.39
2026,07,沖縄県,1046,23.24,3,0.12,8,0.32,48,1.92,120,4.80,16,0.64,4,0.16,2,0.08,4,0.16,1,0.04,2,0.08,-,-,16,1.78,-,-,-,-,-,-,-,-,-,-,34,0.76
2026,07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
