年,週,都道府県,インフルエンザ_報告,インフルエンザ_定当,ＲＳウイルス感染症_報告,ＲＳウイルス感染症_定当,咽頭結膜熱_報告,咽頭結膜熱_定当,Ａ群溶血性レンサ球菌咽頭炎_報告,Ａ群溶血性レンサ球菌咽頭炎_定当,感染性胃腸炎_報告,感染性胃腸炎_定当,水痘_報告,水痘_定当,手足口病_報告,手足口病_定当,伝染性紅斑_報告,伝染性紅斑_定当,突発性発しん_報告,突発性発しん_定当,ヘルパンギーナ_報告,ヘルパンギーナ_定当,流行性耳下腺炎_報告,流行性耳下腺炎_定当,急性出血性結膜炎_報告,急性出血性結膜炎_定当,流行性角結膜炎_報告,流行性角結膜炎_定当,細菌性髄膜炎_報告,細菌性髄膜炎_定当,無菌性髄膜炎_報告,無菌性髄膜炎_定当,マイコプラズマ肺炎_報告,マイコプラズマ肺炎_定当,クラミジア肺炎_報告,クラミジア肺炎_定当,感染性胃腸炎（ロタウイルス）_報告,感染性胃腸炎（ロタウイルス）_定当,COVID-19_報告,COVID-19_定当
2026,16,大阪府,139,0.48,143,0.78,56,0.31,455,2.49,973,5.32,41,0.22,5,0.03,8,0.04,39,0.21,2,0.01,11,0.06,-,-,11,0.21,-,-,1,0.06,1,0.06,-,-,4,0.22,100,0.35
2026,16,兵庫県,134,0.83,62,0.61,19,0.19,208,2.04,660,6.47,24,0.24,23,0.23,8,0.08,34,0.33,1,0.01,4,0.04,1,0.03,6,0.17,1,0.07,1,0.07,2,0.14,-,-,-,-,72,0.44
2026,16,奈良県,29,0.69,23,0.96,3,0.13,129,5.38,168,7.00,2,0.08,3,0.13,2,0.08,6,0.25,-,-,4,0.17,-,-,2,0.20,1,0.17,-,-,2,0.33,-,-,-,-,38,0.90
2026,16,和歌山県,30,0.67,17,0.63,5,0.19,49,1.81,92,3.41,5,0.19,4,0.15,-,-,8,0.30,-,-,1,0.04,-,-,-,-,1,0.09,-,-,3,0.27,-,-,-,-,10,0.22
2026,16,鳥取県,43,1.48,16,0.84,5,0.26,134,7.05,163,8.58,7,0.37,-,-,2,0.11,3,0.16,-,-,-,-,-,-,-,-,1,0.20,1,0.20,1,0.20,1,0.20,-,-,32,1.10
2026,16,島根県,28,1.40,2,0.18,5,0.45,22,2.00,121,11.00,3,0.27,1,0.09,4,0.36,7,0.64,-,-,1,0.09,-,-,-,-,-,-,1,0.13,5,0.63,-,-,-,-,7,0.35
2026,16,岡山県,72,1.44,17,0.61,9,0.32,57,2.04,171,6.11,6,0.21,15,0.54,2,0.07,9,0.32,4,0.14,3,0.11,-,-,1,0.08,-,-,-,-,2,0.40,-,-,-,-,26,0.52
2026,16,広島県,84,0.90,31,0.55,14,0.25,161,2.88,251,4.48,16,0.29,5,0.09,4,0.07,7,0.13,13,0.23,1,0.02,-,-,9,0.47,-,-,-,-,7,0.35,-,-,-,-,67,0.72
2026,16,山口県,70,1.15,35,0.92,16,0.42,146,3.84,205,5.39,4,0.11,-,-,4,0.11,20,0.53,-,-,-,-,-,-,7,0.78,-,-,-,-,2,0.22,-,-,-,-,28,0.46
2026,16,徳島県,29,0.88,7,0.33,2,0.10,19,0.90,65,3.10,1,0.05,-,-,5,0.24,6,0.29,1,0.05,-,-,-,-,-,-,-,-,-,-,1,0.14,-,-,-,-,26,0.79
2026,16,香川県,13,0.57,4,0.31,2,0.15,11,0.85,62,4.77,-,-,6,0.46,5,0.38,1,0.08,5,0.38,-,-,-,-,2,0.40,-,-,-,-,-,-,-,-,1,0.20,9,0.39
2026,16,愛媛県,47,1.27,38,1.90,7,0.35,128,6.40,188,9.40,11,0.55,3,0.15,8,0.40,11,0.55,1,0.05,1,0.05,-,-,12,1.50,-,-,1,0.20,-,-,-,-,-,-,8,0.22
2026,16,高知県,6,0.16,19,0.95,2,0.10,36,1.80,31,1.55,3,0.15,-,-,5,0.25,2,0.10,-,-,-,-,-,-,-,-,-,-,-,-,1,0.13,-,-,-,-,9,0.24
2026,16,福岡県,76,0.62,89,1.27,50,0.71,385,5.50,436,6.23,53,0.76,54,0.77,5,0.07,30,0.43,7,0.10,3,0.04,5,0.19,23,0.88,2,0.13,1,0.07,1,0.07,-,-,2,0.13,30,0.25
2026,16,佐賀県,26,1.08,15,1.25,5,0.42,81,6.75,55,4.58,6,0.50,19,1.58,1,0.08,6,0.50,5,0.42,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,0.17,7,0.29
2026,16,長崎県,32,0.63,45,1.45,26,0.84,131,4.23,122,3.94,7,0.23,2,0.06,5,0.16,12,0.39,4,0.13,-,-,-,-,13,1.63,-,-,-,-,-,-,1,0.08,-,-,12,0.24
2026,16,熊本県,50,0.70,22,0.47,11,0.23,140,2.98,193,4.11,18,0.38,13,0.28,13,0.28,26,0.55,3,0.06,2,0.04,-,-,9,1.00,-,-,-,-,2,0.13,-,-,-,-,35,0.49
2026,16,大分県,18,0.31,24,0.67,12,0.33,83,2.31,203,5.64,11,0.31,-,-,6,0.17,18,0.50,2,0.06,-,-,-,-,3,0.60,-,-,-,-,1,0.09,-,-,-,-,11,0.19
2026,16,宮崎県,12,0.43,30,2.00,9,0.60,63,4.20,124,8.27,10,0.67,85,5.67,5,0.33,3,0.20,13,0.87,-,-,-,-,9,1.50,-,-,-,-,2,0.29,-,-,-,-,9,0.32
2026,16,鹿児島県,26,0.46,34,1.10,25,0.81,79,2.55,142,4.58,5,0.16,24,0.77,5,0.16,11,0.35,3,0.10,-,-,-,-,4,0.57,-,-,-,-,2,0.17,-,-,-,-,11,0.19
2026,16,沖縄県,153,3.48,13,0.54,7,0.29,17,0.71,60,2.50,23,0.96,-,-,-,-,5,0.21,1,0.04,-,-,-,-,12,1.33,-,-,-,-,-,-,-,-,-,-,61,1.39
2026,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
