年,週,都道府県,インフルエンザ_報告,インフルエンザ_定当,ＲＳウイルス感染症_報告,ＲＳウイルス感染症_定当,咽頭結膜熱_報告,咽頭結膜熱_定当,Ａ群溶血性レンサ球菌咽頭炎_報告,Ａ群溶血性レンサ球菌咽頭炎_定当,感染性胃腸炎_報告,感染性胃腸炎_定当,水痘_報告,水痘_定当,手足口病_報告,手足口病_定当,伝染性紅斑_報告,伝染性紅斑_定当,突発性発しん_報告,突発性発しん_定当,ヘルパンギーナ_報告,ヘルパンギーナ_定当,流行性耳下腺炎_報告,流行性耳下腺炎_定当,急性出血性結膜炎_報告,急性出血性結膜炎_定当,流行性角結膜炎_報告,流行性角結膜炎_定当,細菌性髄膜炎_報告,細菌性髄膜炎_定当,無菌性髄膜炎_報告,無菌性髄膜炎_定当,マイコプラズマ肺炎_報告,マイコプラズマ肺炎_定当,クラミジア肺炎_報告,クラミジア肺炎_定当,感染性胃腸炎（ロタウイルス）_報告,感染性胃腸炎（ロタウイルス）_定当
2023,09,新潟県,853,9.80,61,1.09,12,0.21,49,0.88,301,5.38,6,0.11,-,-,1,0.02,6,0.11,-,-,1,0.02,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2023,09,富山県,1260,26.25,18,0.62,8,0.28,32,1.10,326,11.24,2,0.07,-,-,-,-,3,0.10,2,0.07,1,0.03,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2023,09,石川県,1621,33.77,25,0.86,4,0.14,9,0.31,223,7.69,4,0.14,2,0.07,-,-,5,0.17,-,-,-,-,-,-,2,0.29,-,-,1,0.20,-,-,-,-,-,-
2023,09,福井県,868,23.46,6,0.26,14,0.61,11,0.48,88,3.83,2,0.09,10,0.43,-,-,3,0.13,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2023,09,山梨県,119,2.90,1,0.04,-,-,2,0.08,158,6.58,1,0.04,-,-,-,-,6,0.25,-,-,1,0.04,-,-,2,0.22,1,0.10,-,-,-,-,-,-,-,-
2023,09,長野県,794,9.13,10,0.19,2,0.04,8,0.15,435,8.21,5,0.09,-,-,-,-,7,0.13,-,-,3,0.06,-,-,2,0.20,-,-,-,-,-,-,-,-,-,-
2023,09,岐阜県,289,3.32,4,0.08,6,0.11,6,0.11,242,4.57,-,-,1,0.02,1,0.02,11,0.21,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2023,09,静岡県,578,4.16,18,0.20,11,0.12,14,0.16,541,6.08,5,0.06,1,0.01,1,0.01,19,0.21,-,-,4,0.04,-,-,3,0.14,2,0.20,-,-,-,-,-,-,-,-
2023,09,愛知県,1581,8.11,11,0.06,25,0.14,64,0.35,1154,6.34,9,0.05,3,0.02,2,0.01,22,0.12,2,0.01,1,0.01,-,-,4,0.11,-,-,-,-,-,-,-,-,-,-
2023,09,三重県,577,8.01,1,0.02,19,0.42,7,0.16,193,4.29,3,0.07,3,0.07,-,-,11,0.24,-,-,2,0.04,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2023,09,滋賀県,851,14.18,4,0.11,10,0.28,16,0.44,156,4.33,4,0.11,1,0.03,-,-,3,0.08,1,0.03,1,0.03,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2023,09,京都府,1757,14.28,20,0.27,15,0.20,49,0.65,331,4.41,8,0.11,2,0.03,1,0.01,12,0.16,1,0.01,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2023,09,大阪府,3085,10.39,63,0.32,25,0.13,92,0.47,1108,5.71,11,0.06,7,0.04,2,0.01,36,0.19,3,0.02,7,0.04,-,-,3,0.06,-,-,-,-,-,-,-,-,1,0.06
2023,09,兵庫県,1819,9.14,30,0.23,16,0.12,38,0.29,1155,8.95,7,0.05,9,0.07,-,-,17,0.13,2,0.02,4,0.03,1,0.03,9,0.26,-,-,-,-,-,-,-,-,-,-
2023,09,奈良県,612,11.13,13,0.38,5,0.15,10,0.29,256,7.53,1,0.03,3,0.09,1,0.03,5,0.15,-,-,1,0.03,-,-,5,0.50,1,0.17,-,-,-,-,-,-,-,-
2023,09,和歌山県,440,8.98,3,0.10,-,-,15,0.50,141,4.70,1,0.03,-,-,-,-,6,0.20,-,-,-,-,-,-,-,-,-,-,-,-,1,0.09,-,-,-,-
2023,09,鳥取県,121,4.17,2,0.11,3,0.16,27,1.42,179,9.42,-,-,1,0.05,-,-,3,0.16,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,0.40
2023,09,島根県,332,8.74,3,0.13,3,0.13,3,0.13,165,7.17,1,0.04,1,0.04,-,-,7,0.30,-,-,-,-,-,-,-,-,2,0.25,-,-,-,-,-,-,-,-
2023,09,岡山県,690,8.21,25,0.46,8,0.15,7,0.13,242,4.48,1,0.02,7,0.13,1,0.02,8,0.15,2,0.04,1,0.02,-,-,2,0.17,-,-,2,0.40,-,-,-,-,-,-
2023,09,広島県,1033,8.98,7,0.10,23,0.32,30,0.42,470,6.53,2,0.03,1,0.01,-,-,8,0.11,4,0.06,3,0.04,2,0.11,6,0.32,-,-,-,-,-,-,-,-,-,-
2023,09,山口県,524,7.94,5,0.11,7,0.16,13,0.29,371,8.24,-,-,-,-,1,0.02,15,0.33,7,0.16,1,0.02,-,-,1,0.11,-,-,-,-,-,-,-,-,-,-
2023,09,徳島県,288,7.78,5,0.22,6,0.26,1,0.04,170,7.39,1,0.04,-,-,1,0.04,5,0.22,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2023,09,香川県,547,11.64,7,0.25,7,0.25,1,0.04,213,7.61,1,0.04,-,-,-,-,5,0.18,2,0.07,1,0.04,-,-,1,0.20,-,-,-,-,-,-,-,-,-,-
2023,09,愛媛県,430,7.05,17,0.46,7,0.19,6,0.16,510,13.78,1,0.03,-,-,-,-,9,0.24,1,0.03,2,0.05,-,-,3,0.38,-,-,-,-,-,-,-,-,-,-
2023,09,高知県,354,7.87,6,0.22,1,0.04,9,0.33,169,6.26,1,0.04,2,0.07,-,-,4,0.15,-,-,-,-,-,-,-,-,-,-,-,-,1,0.13,-,-,1,0.13
2023,09,福岡県,2879,14.54,53,0.44,28,0.23,181,1.51,803,6.69,9,0.08,17,0.14,1,0.01,42,0.35,24,0.20,2,0.02,-,-,1,0.04,-,-,-,-,-,-,-,-,-,-
2023,09,佐賀県,627,16.08,34,1.48,9,0.39,8,0.35,104,4.52,-,-,13,0.57,-,-,12,0.52,8,0.35,2,0.09,-,-,-,-,-,-,-,-,-,-,-,-,2,0.33
2023,09,長崎県,824,11.94,29,0.67,14,0.33,91,2.12,165,3.84,4,0.09,-,-,-,-,10,0.23,-,-,5,0.12,3,0.38,1,0.13,1,0.08,-,-,-,-,-,-,-,-
2023,09,熊本県,582,7.28,43,0.86,12,0.24,20,0.40,284,5.68,1,0.02,1,0.02,-,-,19,0.38,29,0.58,1,0.02,-,-,1,0.11,-,-,-,-,1,0.07,-,-,-,-
2023,09,大分県,872,15.03,-,-,3,0.08,12,0.33,420,11.67,5,0.14,1,0.03,-,-,12,0.33,4,0.11,-,-,-,-,1,0.20,1,0.09,-,-,-,-,-,-,-,-
2023,09,宮崎県,511,8.81,22,0.61,17,0.47,11,0.31,379,10.53,3,0.08,-,-,-,-,13,0.36,14,0.39,1,0.03,-,-,7,1.17,1,0.14,-,-,-,-,-,-,-,-
2023,09,鹿児島県,355,3.86,50,0.93,12,0.22,19,0.35,475,8.80,1,0.02,6,0.11,-,-,14,0.26,4,0.07,2,0.04,-,-,1,0.14,-,-,-,-,-,-,-,-,-,-
2023,09,沖縄県,443,8.05,3,0.09,4,0.13,43,1.34,53,1.66,4,0.13,86,2.69,-,-,7,0.22,-,-,3,0.09,-,-,7,0.78,2,0.29,-,-,-,-,-,-,-,-
2023,09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
