年,週,都道府県,インフルエンザ_報告,インフルエンザ_定当,ＲＳウイルス感染症_報告,ＲＳウイルス感染症_定当,咽頭結膜熱_報告,咽頭結膜熱_定当,Ａ群溶血性レンサ球菌咽頭炎_報告,Ａ群溶血性レンサ球菌咽頭炎_定当,感染性胃腸炎_報告,感染性胃腸炎_定当,水痘_報告,水痘_定当,手足口病_報告,手足口病_定当,伝染性紅斑_報告,伝染性紅斑_定当,突発性発しん_報告,突発性発しん_定当,百日咳_報告,百日咳_定当,ヘルパンギーナ_報告,ヘルパンギーナ_定当,流行性耳下腺炎_報告,流行性耳下腺炎_定当,急性出血性結膜炎_報告,急性出血性結膜炎_定当,流行性角結膜炎_報告,流行性角結膜炎_定当,細菌性髄膜炎_報告,細菌性髄膜炎_定当,無菌性髄膜炎_報告,無菌性髄膜炎_定当,マイコプラズマ肺炎_報告,マイコプラズマ肺炎_定当,クラミジア肺炎_報告,クラミジア肺炎_定当,感染性胃腸炎（ロタウイルス）_報告,感染性胃腸炎（ロタウイルス）_定当
2016,05,長野県,2941,33.80,22,,12,0.22,147,2.72,402,7.44,10,0.19,1,0.02,39,0.72,20,0.37,-,-,1,0.02,59,1.09,-,-,1,0.09,-,-,-,-,6,0.55,-,-,3,0.27
2016,05,岐阜県,2947,33.87,10,,14,0.26,128,2.42,241,4.55,9,0.17,7,0.13,5,0.09,7,0.13,1,0.02,-,-,12,0.23,-,-,3,0.27,-,-,-,-,5,1.00,-,-,-,-
2016,05,静岡県,4767,34.29,45,,22,0.25,661,7.43,684,7.69,22,0.25,-,-,28,0.31,26,0.29,-,-,1,0.01,62,0.70,-,-,6,0.27,-,-,-,-,3,0.30,2,0.20,-,-
2016,05,愛知県,8822,45.24,58,,46,0.25,526,2.91,1089,6.02,47,0.26,12,0.07,105,0.58,72,0.40,1,0.01,-,-,44,0.24,-,-,9,0.26,-,-,-,-,10,0.71,-,-,4,0.29
2016,05,三重県,1986,27.58,36,,18,0.40,86,1.91,382,8.49,10,0.22,-,-,26,0.58,26,0.58,-,-,1,0.02,11,0.24,-,-,3,0.25,-,-,1,0.11,5,0.56,-,-,-,-
2016,05,滋賀県,1250,23.58,13,,9,0.28,73,2.28,292,9.13,24,0.75,4,0.13,15,0.47,9,0.28,-,-,-,-,17,0.53,-,-,2,0.25,-,-,-,-,1,0.14,-,-,5,0.71
2016,05,京都府,3047,24.77,13,,30,0.41,137,1.85,523,7.07,31,0.42,-,-,25,0.34,16,0.22,1,0.01,1,0.01,41,0.55,-,-,8,0.44,-,-,-,-,2,0.29,-,-,6,0.86
2016,05,大阪府,9714,31.64,112,,63,0.32,563,2.82,1263,6.32,82,0.41,2,0.01,85,0.43,61,0.31,4,0.02,3,0.02,150,0.75,1,0.02,14,0.27,-,-,-,-,10,0.59,-,-,10,0.59
2016,05,兵庫県,5981,30.06,53,,76,0.59,306,2.37,943,7.31,63,0.49,3,0.02,49,0.38,42,0.33,-,-,3,0.02,90,0.70,1,0.03,17,0.49,-,-,-,-,4,0.36,-,-,13,1.18
2016,05,奈良県,1299,24.06,12,,20,0.59,84,2.47,255,7.50,16,0.47,1,0.03,29,0.85,20,0.59,-,-,-,-,61,1.79,-,-,5,0.56,1,0.17,-,-,11,1.83,-,-,8,1.33
2016,05,和歌山県,923,18.46,27,,10,0.32,41,1.32,81,2.61,9,0.29,-,-,53,1.71,9,0.29,-,-,1,0.03,10,0.32,-,-,-,-,-,-,-,-,2,0.18,-,-,4,0.36
2016,05,鳥取県,350,12.07,3,,24,1.26,171,9.00,152,8.00,4,0.21,-,-,23,1.21,11,0.58,1,0.05,-,-,3,0.16,-,-,5,1.67,-,-,-,-,8,1.60,-,-,12,2.40
2016,05,島根県,457,12.03,15,,27,1.17,127,5.52,278,12.09,2,0.09,1,0.04,5,0.22,18,0.78,-,-,2,0.09,24,1.04,-,-,1,0.33,-,-,2,0.25,3,0.38,-,-,3,0.38
2016,05,岡山県,2379,28.32,13,,12,0.22,94,1.74,482,8.93,17,0.31,3,0.06,19,0.35,14,0.26,-,-,1,0.02,71,1.31,-,-,7,0.58,-,-,-,-,2,0.40,-,-,9,1.80
2016,05,広島県,4037,35.10,33,,19,0.26,168,2.33,538,7.47,21,0.29,-,-,65,0.90,25,0.35,5,0.07,-,-,34,0.47,-,-,14,0.74,-,-,-,-,8,0.38,-,-,11,0.52
2016,05,山口県,2651,38.42,35,,14,0.29,214,4.46,340,7.08,10,0.21,4,0.08,40,0.83,21,0.44,1,0.02,1,0.02,24,0.50,-,-,5,0.56,-,-,-,-,2,0.22,-,-,1,0.11
2016,05,徳島県,629,16.55,53,,5,0.22,42,1.83,299,13.00,2,0.09,-,-,5,0.22,11,0.48,-,-,-,-,9,0.39,-,-,-,-,-,-,-,-,2,0.29,-,-,4,0.57
2016,05,香川県,1140,24.26,6,,24,0.86,49,1.75,268,9.57,5,0.18,-,-,24,0.86,16,0.57,-,-,-,-,4,0.14,-,-,-,-,-,-,-,-,2,0.40,-,-,10,2.00
2016,05,愛媛県,733,12.02,39,,14,0.38,161,4.35,533,14.41,6,0.16,2,0.05,26,0.70,26,0.70,-,-,3,0.08,6,0.16,-,-,17,2.13,-,-,1,0.17,-,-,-,-,3,0.50
2016,05,高知県,789,16.44,47,,5,0.17,105,3.50,196,6.53,7,0.23,2,0.07,9,0.30,9,0.30,1,0.03,2,0.07,18,0.60,-,-,1,0.33,-,-,-,-,6,0.75,1,0.13,9,1.13
2016,05,福岡県,8791,44.40,139,,84,0.70,432,3.60,951,7.93,64,0.53,7,0.06,87,0.73,69,0.58,2,0.02,2,0.02,123,1.03,-,-,48,1.85,-,-,1,0.07,30,2.00,-,-,1,0.07
2016,05,佐賀県,1235,31.67,32,,27,1.17,50,2.17,93,4.04,11,0.48,-,-,22,0.96,20,0.87,-,-,1,0.04,55,2.39,-,-,13,3.25,-,-,-,-,5,0.83,-,-,2,0.33
2016,05,長崎県,2759,39.41,61,,21,0.48,200,4.55,193,4.39,34,0.77,4,0.09,21,0.48,14,0.32,-,-,-,-,41,0.93,-,-,19,2.38,1,0.08,-,-,4,0.33,-,-,-,-
2016,05,熊本県,2153,26.91,64,,35,0.70,144,2.88,712,14.24,16,0.32,1,0.02,84,1.68,22,0.44,1,0.02,4,0.08,58,1.16,-,-,21,2.33,-,-,3,0.20,2,0.13,-,-,11,0.73
2016,05,大分県,2180,37.59,47,,32,0.89,237,6.58,502,13.94,32,0.89,1,0.03,42,1.17,27,0.75,1,0.03,1,0.03,7,0.19,-,-,3,0.60,-,-,-,-,5,0.45,-,-,-,-
2016,05,宮崎県,1638,27.76,56,,24,0.67,128,3.56,450,12.50,7,0.19,1,0.03,32,0.89,29,0.81,-,-,-,-,98,2.72,2,0.33,35,5.83,-,-,1,0.14,2,0.29,-,-,4,0.57
2016,05,鹿児島県,2236,24.04,113,,63,1.15,288,5.24,543,9.87,32,0.58,1,0.02,40,0.73,23,0.42,1,0.02,2,0.04,52,0.95,-,-,7,1.00,-,-,-,-,2,0.17,-,-,-,-
2016,05,沖縄県,2438,42.03,17,,5,0.15,47,1.38,136,4.00,32,0.94,1,0.03,1,0.03,4,0.12,6,0.18,2,0.06,92,2.71,1,0.11,9,1.00,-,-,-,-,10,1.43,1,0.14,-,-
2016,05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
