年,週,都道府県,インフルエンザ_報告,インフルエンザ_定当,ＲＳウイルス感染症_報告,ＲＳウイルス感染症_定当,咽頭結膜熱_報告,咽頭結膜熱_定当,Ａ群溶血性レンサ球菌咽頭炎_報告,Ａ群溶血性レンサ球菌咽頭炎_定当,感染性胃腸炎_報告,感染性胃腸炎_定当,水痘_報告,水痘_定当,手足口病_報告,手足口病_定当,伝染性紅斑_報告,伝染性紅斑_定当,突発性発しん_報告,突発性発しん_定当,ヘルパンギーナ_報告,ヘルパンギーナ_定当,流行性耳下腺炎_報告,流行性耳下腺炎_定当,急性出血性結膜炎_報告,急性出血性結膜炎_定当,流行性角結膜炎_報告,流行性角結膜炎_定当,細菌性髄膜炎_報告,細菌性髄膜炎_定当,無菌性髄膜炎_報告,無菌性髄膜炎_定当,マイコプラズマ肺炎_報告,マイコプラズマ肺炎_定当,クラミジア肺炎_報告,クラミジア肺炎_定当,感染性胃腸炎（ロタウイルス）_報告,感染性胃腸炎（ロタウイルス）_定当
2022,46,静岡県,4,0.03,152,1.71,1,0.01,21,0.24,188,2.11,7,0.08,24,0.27,-,-,23,0.26,2,0.02,4,0.04,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2022,46,愛知県,24,0.12,9,0.05,7,0.04,58,0.32,428,2.35,16,0.09,31,0.17,1,0.01,23,0.13,2,0.01,4,0.02,-,-,4,0.11,-,-,-,-,-,-,-,-,-,-
2022,46,三重県,4,0.06,5,0.11,2,0.04,6,0.13,194,4.31,-,-,7,0.16,-,-,11,0.24,1,0.02,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2022,46,滋賀県,2,0.03,12,0.33,2,0.06,11,0.31,61,1.69,5,0.14,6,0.17,-,-,11,0.31,1,0.03,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2022,46,京都府,68,0.55,38,0.51,12,0.16,80,1.07,105,1.40,11,0.15,93,1.24,-,-,8,0.11,9,0.12,1,0.01,-,-,1,0.06,-,-,-,-,-,-,-,-,-,-
2022,46,大阪府,154,0.51,42,0.21,16,0.08,83,0.42,571,2.91,38,0.19,188,0.96,2,0.01,47,0.24,85,0.43,9,0.05,-,-,5,0.10,-,-,-,-,-,-,-,-,-,-
2022,46,兵庫県,37,0.19,60,0.47,7,0.05,37,0.29,462,3.58,17,0.13,122,0.95,1,0.01,22,0.17,32,0.25,8,0.06,-,-,4,0.11,-,-,-,-,-,-,-,-,-,-
2022,46,奈良県,12,0.22,4,0.12,3,0.09,3,0.09,53,1.56,3,0.09,17,0.50,-,-,5,0.15,-,-,-,-,-,-,1,0.10,-,-,1,0.17,-,-,-,-,-,-
2022,46,和歌山県,5,0.10,13,0.43,1,0.03,4,0.13,71,2.37,3,0.10,31,1.03,-,-,8,0.27,-,-,2,0.07,-,-,-,-,-,-,-,-,-,-,1,0.09,-,-
2022,46,鳥取県,-,-,22,1.16,-,-,28,1.47,36,1.89,-,-,11,0.58,-,-,2,0.11,1,0.05,-,-,-,-,2,0.40,-,-,-,-,-,-,-,-,-,-
2022,46,島根県,-,-,9,0.39,2,0.09,4,0.17,98,4.26,-,-,36,1.57,-,-,12,0.52,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2022,46,岡山県,9,0.11,42,0.78,4,0.07,2,0.04,199,3.69,5,0.09,72,1.33,-,-,16,0.30,8,0.15,1,0.02,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2022,46,広島県,1,0.01,30,0.43,15,0.21,28,0.40,221,3.16,3,0.04,21,0.30,1,0.01,15,0.21,16,0.23,2,0.03,-,-,6,0.32,-,-,-,-,-,-,-,-,-,-
2022,46,山口県,-,-,51,1.13,1,0.02,27,0.60,96,2.13,2,0.04,26,0.58,-,-,13,0.29,12,0.27,1,0.02,-,-,3,0.33,-,-,-,-,-,-,-,-,-,-
2022,46,徳島県,-,-,30,1.30,1,0.04,2,0.09,79,3.43,1,0.04,11,0.48,-,-,11,0.48,2,0.09,-,-,-,-,2,0.50,-,-,1,0.14,-,-,-,-,-,-
2022,46,香川県,-,-,32,1.14,6,0.21,1,0.04,88,3.14,1,0.04,20,0.71,-,-,5,0.18,2,0.07,2,0.07,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2022,46,愛媛県,2,0.03,18,0.49,-,-,29,0.78,161,4.35,2,0.05,95,2.57,-,-,18,0.49,11,0.30,-,-,-,-,6,0.75,-,-,-,-,-,-,-,-,-,-
2022,46,高知県,-,-,31,1.15,1,0.04,4,0.15,27,1.00,8,0.30,14,0.52,1,0.04,6,0.22,1,0.04,1,0.04,-,-,-,-,1,0.13,-,-,-,-,-,-,-,-
2022,46,福岡県,12,0.06,101,0.84,18,0.15,136,1.13,515,4.29,13,0.11,105,0.88,-,-,52,0.43,114,0.95,5,0.04,1,0.04,5,0.19,-,-,-,-,-,-,-,-,-,-
2022,46,佐賀県,1,0.03,19,0.83,8,0.35,12,0.52,88,3.83,1,0.04,11,0.48,2,0.09,18,0.78,37,1.61,2,0.09,-,-,1,0.25,-,-,-,-,-,-,-,-,-,-
2022,46,長崎県,2,0.03,30,0.68,7,0.16,87,1.98,85,1.93,9,0.20,72,1.64,-,-,5,0.11,29,0.66,2,0.05,-,-,-,-,-,-,1,0.08,-,-,-,-,-,-
2022,46,熊本県,4,0.05,52,1.04,5,0.10,11,0.22,238,4.76,13,0.26,93,1.86,-,-,33,0.66,43,0.86,1,0.02,-,-,4,0.44,-,-,-,-,-,-,-,-,-,-
2022,46,大分県,-,-,17,0.47,5,0.14,15,0.42,214,5.94,-,-,28,0.78,1,0.03,10,0.28,15,0.42,-,-,-,-,1,0.20,-,-,-,-,-,-,-,-,-,-
2022,46,宮崎県,2,0.03,35,0.97,11,0.31,12,0.33,159,4.42,3,0.08,33,0.92,1,0.03,18,0.50,7,0.19,1,0.03,-,-,1,0.17,-,-,-,-,-,-,-,-,-,-
2022,46,鹿児島県,-,-,21,0.40,8,0.15,13,0.25,130,2.45,8,0.15,46,0.87,-,-,19,0.36,14,0.26,2,0.04,-,-,3,0.43,-,-,-,-,-,-,-,-,-,-
2022,46,沖縄県,17,0.30,83,2.52,2,0.06,13,0.39,46,1.39,5,0.15,49,1.48,-,-,11,0.33,16,0.48,-,-,-,-,4,0.44,-,-,1,0.14,-,-,-,-,-,-
2022,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
