年,週,都道府県,インフルエンザ_報告,インフルエンザ_定当,ＲＳウイルス感染症_報告,ＲＳウイルス感染症_定当,咽頭結膜熱_報告,咽頭結膜熱_定当,Ａ群溶血性レンサ球菌咽頭炎_報告,Ａ群溶血性レンサ球菌咽頭炎_定当,感染性胃腸炎_報告,感染性胃腸炎_定当,水痘_報告,水痘_定当,手足口病_報告,手足口病_定当,伝染性紅斑_報告,伝染性紅斑_定当,突発性発しん_報告,突発性発しん_定当,ヘルパンギーナ_報告,ヘルパンギーナ_定当,流行性耳下腺炎_報告,流行性耳下腺炎_定当,急性出血性結膜炎_報告,急性出血性結膜炎_定当,流行性角結膜炎_報告,流行性角結膜炎_定当,細菌性髄膜炎_報告,細菌性髄膜炎_定当,無菌性髄膜炎_報告,無菌性髄膜炎_定当,マイコプラズマ肺炎_報告,マイコプラズマ肺炎_定当,クラミジア肺炎_報告,クラミジア肺炎_定当,感染性胃腸炎（ロタウイルス）_報告,感染性胃腸炎（ロタウイルス）_定当
2022,28,島根県,-,-,94,4.09,7,0.30,-,-,101,4.39,2,0.09,28,1.22,-,-,2,0.09,1,0.04,-,-,-,-,2,0.67,-,-,-,-,-,-,-,-,-,-
2022,28,岡山県,2,0.02,44,0.81,9,0.17,7,0.13,236,4.37,-,-,24,0.44,11,0.20,30,0.56,17,0.31,2,0.04,-,-,2,0.17,-,-,-,-,1,0.20,-,-,-,-
2022,28,広島県,-,-,162,2.28,42,0.59,21,0.30,414,5.83,2,0.03,162,2.28,2,0.03,21,0.30,51,0.72,-,-,-,-,8,0.42,-,-,-,-,-,-,-,-,-,-
2022,28,山口県,-,-,44,0.98,12,0.27,37,0.82,151,3.36,4,0.09,21,0.47,-,-,17,0.38,24,0.53,1,0.02,-,-,2,0.22,-,-,-,-,-,-,-,-,-,-
2022,28,徳島県,-,-,8,0.35,1,0.04,1,0.04,104,4.52,2,0.09,-,-,-,-,18,0.78,-,-,2,0.09,-,-,1,0.25,-,-,1,0.14,-,-,-,-,-,-
2022,28,香川県,2,0.04,1,0.04,16,0.57,8,0.29,169,6.04,1,0.04,9,0.32,-,-,14,0.50,-,-,1,0.04,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2022,28,愛媛県,-,-,165,4.46,7,0.19,12,0.32,211,5.70,14,0.38,4,0.11,1,0.03,16,0.43,1,0.03,-,-,-,-,3,0.38,-,-,-,-,-,-,-,-,-,-
2022,28,高知県,-,-,17,0.61,13,0.46,5,0.18,55,1.96,2,0.07,3,0.11,1,0.04,8,0.29,5,0.18,1,0.04,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2022,28,福岡県,4,0.02,253,2.11,34,0.28,178,1.48,527,4.39,12,0.10,86,0.72,-,-,52,0.43,23,0.19,9,0.08,-,-,1,0.04,-,-,-,-,-,-,-,-,-,-
2022,28,佐賀県,1,0.03,25,1.09,13,0.57,7,0.30,65,2.83,-,-,50,2.17,-,-,16,0.70,2,0.09,-,-,-,-,-,-,2,0.33,-,-,-,-,-,-,-,-
2022,28,長崎県,-,-,19,0.44,6,0.14,54,1.26,123,2.86,1,0.02,56,1.30,-,-,22,0.51,9,0.21,3,0.07,-,-,3,0.38,-,-,-,-,-,-,-,-,-,-
2022,28,熊本県,-,-,7,0.14,22,0.44,5,0.10,239,4.78,2,0.04,71,1.42,-,-,24,0.48,10,0.20,-,-,-,-,9,1.00,-,-,-,-,-,-,-,-,-,-
2022,28,大分県,-,-,166,4.61,20,0.56,33,0.92,305,8.47,4,0.11,51,1.42,1,0.03,22,0.61,6,0.17,-,-,-,-,2,0.40,-,-,-,-,-,-,-,-,-,-
2022,28,宮崎県,-,-,33,0.92,13,0.36,5,0.14,190,5.28,3,0.08,73,2.03,-,-,27,0.75,8,0.22,1,0.03,-,-,2,0.33,-,-,-,-,-,-,-,-,-,-
2022,28,鹿児島県,-,-,12,0.22,39,0.72,22,0.41,304,5.63,5,0.09,174,3.22,1,0.02,28,0.52,21,0.39,5,0.09,-,-,1,0.14,-,-,-,-,-,-,-,-,-,-
2022,28,沖縄県,5,0.09,5,0.15,3,0.09,13,0.38,98,2.88,1,0.03,124,3.65,-,-,8,0.24,4,0.12,2,0.06,-,-,1,0.11,1,0.14,2,0.29,-,-,-,-,-,-
2022,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
