年,週,都道府県,インフルエンザ_報告,インフルエンザ_定当,ＲＳウイルス感染症_報告,ＲＳウイルス感染症_定当,咽頭結膜熱_報告,咽頭結膜熱_定当,Ａ群溶血性レンサ球菌咽頭炎_報告,Ａ群溶血性レンサ球菌咽頭炎_定当,感染性胃腸炎_報告,感染性胃腸炎_定当,水痘_報告,水痘_定当,手足口病_報告,手足口病_定当,伝染性紅斑_報告,伝染性紅斑_定当,突発性発しん_報告,突発性発しん_定当,百日咳_報告,百日咳_定当,ヘルパンギーナ_報告,ヘルパンギーナ_定当,流行性耳下腺炎_報告,流行性耳下腺炎_定当,急性出血性結膜炎_報告,急性出血性結膜炎_定当,流行性角結膜炎_報告,流行性角結膜炎_定当,細菌性髄膜炎_報告,細菌性髄膜炎_定当,無菌性髄膜炎_報告,無菌性髄膜炎_定当,マイコプラズマ肺炎_報告,マイコプラズマ肺炎_定当,クラミジア肺炎_報告,クラミジア肺炎_定当,感染性胃腸炎（ロタウイルス）_報告,感染性胃腸炎（ロタウイルス）_定当
2016,38,岐阜県,12,0.14,23,,12,0.23,32,0.60,97,1.83,16,0.30,50,0.94,1,0.02,14,0.26,-,-,18,0.34,56,1.06,-,-,20,1.82,-,-,1,0.20,11,2.20,-,-,-,-
2016,38,静岡県,20,0.14,96,,29,0.33,129,1.45,247,2.78,9,0.10,69,0.78,2,0.02,41,0.46,1,0.01,53,0.60,53,0.60,-,-,19,0.90,-,-,1,0.10,12,1.20,-,-,-,-
2016,38,愛知県,20,0.10,123,,30,0.17,211,1.17,394,2.18,36,0.20,88,0.49,18,0.10,58,0.32,-,-,97,0.54,98,0.54,-,-,41,1.21,-,-,-,-,16,1.14,-,-,-,-
2016,38,三重県,-,-,77,,12,0.27,28,0.62,131,2.91,7,0.16,10,0.22,17,0.38,18,0.40,2,0.04,18,0.40,13,0.29,-,-,2,0.17,-,-,3,0.33,2,0.22,-,-,-,-
2016,38,滋賀県,-,-,11,,3,0.09,13,0.41,90,2.81,14,0.44,23,0.72,3,0.09,9,0.28,-,-,14,0.44,29,0.91,-,-,1,0.13,1,0.14,-,-,3,0.43,-,-,-,-
2016,38,京都府,3,0.03,55,,32,0.43,54,0.72,204,2.72,20,0.27,72,0.96,3,0.04,16,0.21,-,-,19,0.25,70,0.93,-,-,9,0.53,1,0.14,-,-,6,0.86,-,-,-,-
2016,38,大阪府,12,0.04,253,,71,0.35,319,1.59,589,2.93,64,0.32,87,0.43,11,0.05,82,0.41,2,0.01,73,0.36,337,1.68,-,-,57,1.10,2,0.12,-,-,20,1.18,1,0.06,1,0.06
2016,38,兵庫県,5,0.03,116,,40,0.32,95,0.75,487,3.87,40,0.32,51,0.40,13,0.10,52,0.41,-,-,32,0.25,158,1.25,1,0.03,14,0.40,-,-,-,-,14,1.27,-,-,-,-
2016,38,奈良県,5,0.09,52,,7,0.21,21,0.62,75,2.21,9,0.26,3,0.09,8,0.24,20,0.59,1,0.03,7,0.21,49,1.44,-,-,14,1.40,-,-,2,0.33,6,1.00,-,-,-,-
2016,38,和歌山県,2,0.04,20,,10,0.32,7,0.23,61,1.97,8,0.26,3,0.10,3,0.10,15,0.48,1,0.03,4,0.13,40,1.29,-,-,2,0.50,-,-,-,-,3,0.27,-,-,-,-
2016,38,鳥取県,1,0.03,17,,4,0.21,45,2.37,85,4.47,2,0.11,3,0.16,-,-,11,0.58,-,-,6,0.32,14,0.74,1,0.20,4,0.80,-,-,-,-,-,-,-,-,-,-
2016,38,島根県,-,-,26,,4,0.17,31,1.35,108,4.70,2,0.09,27,1.17,10,0.43,12,0.52,-,-,4,0.17,17,0.74,-,-,3,1.00,-,-,1,0.13,3,0.38,-,-,-,-
2016,38,岡山県,5,0.06,46,,10,0.19,30,0.56,277,5.13,14,0.26,16,0.30,1,0.02,12,0.22,1,0.02,5,0.09,45,0.83,-,-,5,0.42,-,-,-,-,-,-,-,-,-,-
2016,38,広島県,17,0.15,69,,36,0.50,88,1.22,300,4.17,15,0.21,29,0.40,9,0.13,31,0.43,6,0.08,20,0.28,63,0.88,-,-,18,0.95,-,-,-,-,9,0.43,-,-,-,-
2016,38,山口県,1,0.01,68,,22,0.46,68,1.42,181,3.77,6,0.13,8,0.17,17,0.35,27,0.56,-,-,34,0.71,42,0.88,-,-,2,0.22,-,-,-,-,8,0.89,-,-,-,-
2016,38,徳島県,-,-,51,,4,0.17,11,0.48,122,5.30,6,0.26,9,0.39,-,-,18,0.78,-,-,8,0.35,51,2.22,-,-,-,-,-,-,-,-,2,0.29,-,-,-,-
2016,38,香川県,-,-,37,,7,0.25,41,1.46,108,3.86,11,0.39,3,0.11,6,0.21,13,0.46,-,-,7,0.25,32,1.14,1,0.20,-,-,-,-,-,-,2,0.40,-,-,-,-
2016,38,愛媛県,-,-,37,,11,0.30,83,2.24,169,4.57,9,0.24,28,0.76,4,0.11,23,0.62,-,-,14,0.38,23,0.62,-,-,12,1.50,-,-,-,-,-,-,-,-,-,-
2016,38,高知県,-,-,17,,21,0.70,22,0.73,73,2.43,8,0.27,3,0.10,13,0.43,6,0.20,2,0.07,4,0.13,16,0.53,-,-,2,0.67,-,-,2,0.25,6,0.75,1,0.13,-,-
2016,38,福岡県,62,0.31,125,,72,0.60,199,1.66,572,4.77,51,0.43,124,1.03,6,0.05,89,0.74,3,0.03,49,0.41,147,1.23,-,-,28,1.08,-,-,2,0.13,6,0.40,-,-,-,-
2016,38,佐賀県,2,0.05,14,,6,0.26,24,1.04,63,2.74,4,0.17,7,0.30,4,0.17,10,0.43,-,-,12,0.52,21,0.91,-,-,-,-,-,-,-,-,2,0.33,-,-,-,-
2016,38,長崎県,1,0.01,31,,17,0.39,40,0.91,94,2.14,10,0.23,15,0.34,2,0.05,11,0.25,-,-,11,0.25,69,1.57,-,-,25,3.13,-,-,-,-,17,1.42,-,-,-,-
2016,38,熊本県,-,-,56,,6,0.12,32,0.64,251,5.02,23,0.46,46,0.92,2,0.04,37,0.74,-,-,26,0.52,104,2.08,-,-,9,1.00,-,-,4,0.27,8,0.53,-,-,-,-
2016,38,大分県,1,0.02,28,,9,0.25,71,1.97,191,5.31,17,0.47,14,0.39,2,0.06,29,0.81,-,-,37,1.03,14,0.39,-,-,1,0.20,-,-,-,-,8,0.73,-,-,1,0.09
2016,38,宮崎県,-,-,65,,17,0.47,19,0.53,164,4.56,11,0.31,67,1.86,38,1.06,40,1.11,-,-,29,0.81,51,1.42,-,-,20,3.33,-,-,1,0.14,10,1.43,-,-,-,-
2016,38,鹿児島県,14,0.15,24,,17,0.31,68,1.24,253,4.60,10,0.18,91,1.65,8,0.15,30,0.55,2,0.04,35,0.64,82,1.49,-,-,16,2.29,-,-,-,-,12,1.00,-,-,-,-
2016,38,沖縄県,246,4.24,10,,25,0.74,24,0.71,120,3.53,9,0.26,46,1.35,-,-,13,0.38,1,0.03,6,0.18,16,0.47,-,-,10,1.11,1,0.14,-,-,3,0.43,-,-,1,0.14
2016,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
