年,週,都道府県,インフルエンザ_報告,インフルエンザ_定当,ＲＳウイルス感染症_報告,ＲＳウイルス感染症_定当,咽頭結膜熱_報告,咽頭結膜熱_定当,Ａ群溶血性レンサ球菌咽頭炎_報告,Ａ群溶血性レンサ球菌咽頭炎_定当,感染性胃腸炎_報告,感染性胃腸炎_定当,水痘_報告,水痘_定当,手足口病_報告,手足口病_定当,伝染性紅斑_報告,伝染性紅斑_定当,突発性発しん_報告,突発性発しん_定当,ヘルパンギーナ_報告,ヘルパンギーナ_定当,流行性耳下腺炎_報告,流行性耳下腺炎_定当,急性出血性結膜炎_報告,急性出血性結膜炎_定当,流行性角結膜炎_報告,流行性角結膜炎_定当,細菌性髄膜炎_報告,細菌性髄膜炎_定当,無菌性髄膜炎_報告,無菌性髄膜炎_定当,マイコプラズマ肺炎_報告,マイコプラズマ肺炎_定当,クラミジア肺炎_報告,クラミジア肺炎_定当,感染性胃腸炎（ロタウイルス）_報告,感染性胃腸炎（ロタウイルス）_定当
2022,05,埼玉県,-,-,7,0.04,23,0.15,32,0.21,1078,6.91,8,0.05,10,0.06,5,0.03,36,0.23,4,0.03,3,0.02,2,0.05,7,0.17,-,-,-,-,-,-,-,-,-,-
2022,05,千葉県,-,-,-,-,8,0.06,21,0.17,811,6.44,7,0.06,12,0.10,1,0.01,28,0.22,1,0.01,6,0.05,-,-,2,0.06,-,-,-,-,-,-,-,-,-,-
2022,05,東京都,-,-,7,0.03,7,0.03,45,0.18,1615,6.49,12,0.05,40,0.16,3,0.01,58,0.23,1,0.00,8,0.03,-,-,4,0.11,-,-,1,0.04,-,-,-,-,-,-
2022,05,神奈川県,6,0.02,3,0.01,20,0.10,62,0.30,988,4.73,17,0.08,32,0.15,4,0.02,49,0.23,4,0.02,3,0.01,1,0.02,16,0.32,-,-,-,-,-,-,-,-,-,-
2022,05,新潟県,-,-,1,0.02,23,0.40,100,1.75,184,3.23,2,0.04,36,0.63,1,0.02,13,0.23,14,0.25,3,0.05,2,0.20,1,0.10,1,0.08,-,-,-,-,-,-,-,-
2022,05,富山県,-,-,64,2.21,14,0.48,11,0.38,278,9.59,2,0.07,20,0.69,-,-,6,0.21,6,0.21,1,0.03,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2022,05,石川県,-,-,3,0.10,17,0.59,16,0.55,253,8.72,4,0.14,7,0.24,-,-,10,0.34,1,0.03,-,-,-,-,3,0.43,-,-,-,-,-,-,-,-,-,-
2022,05,福井県,-,-,13,0.57,8,0.35,11,0.48,267,11.61,1,0.04,23,1.00,5,0.22,1,0.04,6,0.26,-,-,-,-,-,-,1,0.17,-,-,-,-,-,-,-,-
2022,05,山梨県,-,-,-,-,-,-,4,0.17,93,3.88,1,0.04,1,0.04,-,-,5,0.21,-,-,2,0.08,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2022,05,長野県,-,-,2,0.04,2,0.04,16,0.30,221,4.09,2,0.04,9,0.17,3,0.06,6,0.11,2,0.04,1,0.02,-,-,-,-,-,-,-,-,-,-,-,-,1,0.09
2022,05,岐阜県,2,0.02,9,0.17,9,0.17,5,0.09,185,3.49,3,0.06,3,0.06,-,-,7,0.13,-,-,3,0.06,-,-,1,0.09,-,-,-,-,-,-,-,-,-,-
2022,05,静岡県,1,0.01,19,0.21,21,0.24,39,0.44,682,7.66,8,0.09,19,0.21,2,0.02,20,0.22,3,0.03,4,0.04,-,-,5,0.23,1,0.10,-,-,-,-,-,-,-,-
2022,05,愛知県,2,0.01,53,0.29,16,0.09,76,0.42,845,4.64,4,0.02,13,0.07,1,0.01,33,0.18,1,0.01,6,0.03,-,-,5,0.14,1,0.07,-,-,-,-,-,-,-,-
2022,05,三重県,-,-,-,-,5,0.11,5,0.11,451,10.02,7,0.16,7,0.16,1,0.02,12,0.27,-,-,2,0.04,-,-,1,0.08,-,-,-,-,-,-,-,-,-,-
2022,05,滋賀県,1,0.02,2,0.06,1,0.03,22,0.61,121,3.36,-,-,4,0.11,-,-,3,0.08,1,0.03,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2022,05,京都府,2,0.02,4,0.05,15,0.20,8,0.11,239,3.19,2,0.03,2,0.03,-,-,8,0.11,-,-,1,0.01,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2022,05,大阪府,5,0.02,49,0.25,24,0.12,44,0.22,801,4.07,9,0.05,8,0.04,2,0.01,31,0.16,3,0.02,9,0.05,1,0.02,3,0.06,-,-,-,-,-,-,-,-,-,-
2022,05,兵庫県,-,-,9,0.07,17,0.13,23,0.18,856,6.74,3,0.02,7,0.06,-,-,17,0.13,-,-,3,0.02,-,-,5,0.14,-,-,1,0.07,-,-,-,-,-,-
2022,05,奈良県,-,-,8,0.24,2,0.06,3,0.09,183,5.38,1,0.03,9,0.26,-,-,14,0.41,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2022,05,和歌山県,-,-,4,0.13,7,0.23,12,0.40,138,4.60,2,0.07,5,0.17,-,-,15,0.50,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2022,05,鳥取県,-,-,-,-,11,0.58,53,2.79,74,3.89,-,-,15,0.79,-,-,6,0.32,7,0.37,-,-,-,-,1,0.20,-,-,1,0.20,-,-,-,-,-,-
2022,05,島根県,-,-,-,-,2,0.09,9,0.39,114,4.96,3,0.13,38,1.65,-,-,11,0.48,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2022,05,岡山県,3,0.04,13,0.24,11,0.20,3,0.06,345,6.39,2,0.04,20,0.37,1,0.02,17,0.31,-,-,1,0.02,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2022,05,広島県,3,0.03,30,0.42,16,0.22,12,0.17,406,5.64,2,0.03,45,0.63,1,0.01,15,0.21,4,0.06,-,-,-,-,1,0.05,-,-,-,-,-,-,-,-,-,-
2022,05,山口県,-,-,17,0.37,11,0.24,23,0.50,219,4.76,3,0.07,2,0.04,2,0.04,13,0.28,1,0.02,1,0.02,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2022,05,徳島県,-,-,-,-,15,0.65,1,0.04,94,4.09,1,0.04,5,0.22,-,-,4,0.17,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2022,05,香川県,-,-,1,0.04,4,0.14,7,0.25,282,10.07,2,0.07,3,0.11,-,-,5,0.18,-,-,1,0.04,-,-,2,0.40,-,-,-,-,-,-,-,-,-,-
2022,05,愛媛県,-,-,7,0.19,7,0.19,26,0.70,325,8.78,1,0.03,3,0.08,1,0.03,15,0.41,1,0.03,-,-,-,-,6,0.75,-,-,-,-,-,-,-,-,-,-
2022,05,高知県,2,0.04,1,0.04,3,0.11,3,0.11,142,5.07,2,0.07,-,-,-,-,9,0.32,-,-,1,0.04,-,-,2,0.67,-,-,-,-,-,-,-,-,1,0.13
2022,05,福岡県,1,0.01,195,1.63,32,0.27,130,1.08,945,7.88,10,0.08,15,0.13,1,0.01,52,0.43,-,-,3,0.03,1,0.04,9,0.35,-,-,-,-,-,-,-,-,-,-
2022,05,佐賀県,-,-,18,0.78,9,0.39,15,0.65,179,7.78,3,0.13,3,0.13,-,-,10,0.43,-,-,1,0.04,-,-,2,0.50,-,-,1,0.17,-,-,-,-,-,-
2022,05,長崎県,-,-,70,1.59,19,0.43,65,1.48,168,3.82,1,0.02,4,0.09,-,-,10,0.23,-,-,1,0.02,-,-,3,0.38,4,0.33,-,-,-,-,-,-,1,0.08
2022,05,熊本県,-,-,92,1.84,4,0.08,1,0.02,319,6.38,2,0.04,7,0.14,-,-,20,0.40,4,0.08,-,-,-,-,1,0.11,-,-,-,-,-,-,-,-,-,-
2022,05,大分県,1,0.02,7,0.19,8,0.22,7,0.19,538,14.94,4,0.11,27,0.75,1,0.03,14,0.39,-,-,1,0.03,-,-,2,0.40,-,-,-,-,-,-,-,-,-,-
2022,05,宮崎県,5,0.09,125,3.47,17,0.47,7,0.19,291,8.08,6,0.17,9,0.25,-,-,12,0.33,1,0.03,-,-,-,-,4,0.67,-,-,-,-,-,-,-,-,-,-
2022,05,鹿児島県,-,-,66,1.25,29,0.55,33,0.62,485,9.15,6,0.11,47,0.89,1,0.02,23,0.43,2,0.04,2,0.04,-,-,1,0.14,-,-,-,-,-,-,-,-,-,-
2022,05,沖縄県,-,-,5,0.15,5,0.15,8,0.24,38,1.12,2,0.06,14,0.41,-,-,3,0.09,-,-,2,0.06,-,-,4,0.44,-,-,-,-,-,-,-,-,-,-
2022,05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
