年,週,都道府県,インフルエンザ_報告,インフルエンザ_定当,ＲＳウイルス感染症_報告,ＲＳウイルス感染症_定当,咽頭結膜熱_報告,咽頭結膜熱_定当,Ａ群溶血性レンサ球菌咽頭炎_報告,Ａ群溶血性レンサ球菌咽頭炎_定当,感染性胃腸炎_報告,感染性胃腸炎_定当,水痘_報告,水痘_定当,手足口病_報告,手足口病_定当,伝染性紅斑_報告,伝染性紅斑_定当,突発性発しん_報告,突発性発しん_定当,ヘルパンギーナ_報告,ヘルパンギーナ_定当,流行性耳下腺炎_報告,流行性耳下腺炎_定当,急性出血性結膜炎_報告,急性出血性結膜炎_定当,流行性角結膜炎_報告,流行性角結膜炎_定当,細菌性髄膜炎_報告,細菌性髄膜炎_定当,無菌性髄膜炎_報告,無菌性髄膜炎_定当,マイコプラズマ肺炎_報告,マイコプラズマ肺炎_定当,クラミジア肺炎_報告,クラミジア肺炎_定当,感染性胃腸炎（ロタウイルス）_報告,感染性胃腸炎（ロタウイルス）_定当,COVID-19_報告,COVID-19_定当
2026,09,大阪府,5018,17.30,123,0.66,46,0.25,287,1.55,986,5.33,41,0.22,4,0.02,17,0.09,25,0.14,3,0.02,3,0.02,4,0.08,15,0.29,-,-,-,-,-,-,1,0.06,1,0.06,166,0.57
2026,09,兵庫県,3499,21.34,87,0.83,33,0.31,196,1.87,679,6.47,32,0.30,1,0.01,19,0.18,13,0.12,1,0.01,1,0.01,-,-,2,0.06,1,0.07,-,-,4,0.29,-,-,1,0.07,152,0.93
2026,09,奈良県,1101,26.21,31,1.29,4,0.17,47,1.96,118,4.92,5,0.21,1,0.04,-,-,7,0.29,-,-,-,-,-,-,4,0.50,1,0.17,1,0.17,2,0.33,-,-,-,-,29,0.69
2026,09,和歌山県,846,18.80,19,0.70,5,0.19,32,1.19,144,5.33,2,0.07,1,0.04,1,0.04,10,0.37,-,-,-,-,-,-,-,-,-,-,1,0.09,1,0.09,-,-,-,-,42,0.93
2026,09,鳥取県,554,19.10,9,0.47,-,-,104,5.47,93,4.89,7,0.37,1,0.05,1,0.05,1,0.05,-,-,-,-,-,-,-,-,-,-,1,0.20,-,-,-,-,-,-,37,1.28
2026,09,島根県,384,19.20,1,0.09,7,0.64,15,1.36,84,7.64,5,0.45,-,-,2,0.18,3,0.27,-,-,-,-,-,-,4,1.33,-,-,-,-,-,-,-,-,-,-,34,1.70
2026,09,岡山県,1252,25.04,36,1.29,3,0.11,37,1.32,159,5.68,5,0.18,10,0.36,9,0.32,5,0.18,2,0.07,1,0.04,-,-,1,0.08,-,-,1,0.20,-,-,-,-,-,-,34,0.68
2026,09,広島県,1902,20.45,26,0.46,15,0.27,128,2.29,397,7.09,8,0.14,-,-,3,0.05,4,0.07,-,-,-,-,-,-,7,0.37,-,-,-,-,8,0.40,-,-,2,0.10,57,0.61
2026,09,山口県,1812,28.76,24,0.60,1,0.03,127,3.18,254,6.35,4,0.10,1,0.03,18,0.45,14,0.35,-,-,-,-,-,-,-,-,-,-,-,-,1,0.11,-,-,-,-,42,0.67
2026,09,徳島県,665,20.15,11,0.52,4,0.19,14,0.67,101,4.81,-,-,-,-,1,0.05,5,0.24,-,-,1,0.05,-,-,-,-,-,-,-,-,2,0.29,-,-,1,0.14,51,1.55
2026,09,香川県,346,15.04,9,0.69,1,0.08,7,0.54,64,4.92,-,-,1,0.08,3,0.23,2,0.15,-,-,-,-,-,-,1,0.20,2,0.40,-,-,2,0.40,-,-,-,-,34,1.48
2026,09,愛媛県,1176,31.78,24,1.20,16,0.80,113,5.65,152,7.60,7,0.35,-,-,9,0.45,4,0.20,2,0.10,-,-,-,-,3,0.38,-,-,-,-,2,0.33,-,-,-,-,34,0.92
2026,09,高知県,404,10.63,14,0.70,2,0.10,38,1.90,58,2.90,1,0.05,-,-,4,0.20,1,0.05,-,-,-,-,-,-,-,-,2,0.25,1,0.13,1,0.13,-,-,1,0.13,61,1.61
2026,09,福岡県,3083,25.27,66,0.94,34,0.49,331,4.73,380,5.43,21,0.30,9,0.13,8,0.11,18,0.26,-,-,-,-,-,-,14,0.54,1,0.07,-,-,1,0.07,-,-,1,0.07,45,0.37
2026,09,佐賀県,544,22.67,3,0.25,3,0.25,37,3.08,58,4.83,7,0.58,1,0.08,3,0.25,7,0.58,-,-,-,-,-,-,1,0.25,-,-,-,-,2,0.33,-,-,-,-,10,0.42
2026,09,長崎県,1300,25.49,18,0.58,9,0.29,62,2.00,139,4.48,8,0.26,9,0.29,4,0.13,9,0.29,1,0.03,-,-,-,-,8,1.00,-,-,-,-,3,0.25,-,-,1,0.08,45,0.88
2026,09,熊本県,1635,22.71,26,0.54,10,0.21,80,1.67,304,6.33,10,0.21,11,0.23,25,0.52,12,0.25,8,0.17,3,0.06,1,0.11,4,0.44,-,-,-,-,2,0.13,-,-,1,0.07,51,0.71
2026,09,大分県,1435,24.74,12,0.33,19,0.53,80,2.22,358,9.94,10,0.28,-,-,7,0.19,12,0.33,1,0.03,1,0.03,-,-,1,0.20,-,-,-,-,3,0.27,-,-,-,-,35,0.60
2026,09,宮崎県,741,26.46,6,0.40,16,1.07,61,4.07,111,7.40,7,0.47,2,0.13,7,0.47,4,0.27,-,-,-,-,-,-,5,0.83,-,-,-,-,-,-,-,-,-,-,26,0.93
2026,09,鹿児島県,1369,24.02,19,0.61,29,0.94,57,1.84,230,7.42,10,0.32,1,0.03,17,0.55,7,0.23,-,-,-,-,-,-,4,0.57,-,-,-,-,1,0.08,-,-,-,-,12,0.21
2026,09,沖縄県,888,19.73,4,0.16,7,0.28,57,2.28,88,3.52,25,1.00,-,-,4,0.16,5,0.20,-,-,1,0.04,-,-,19,2.11,-,-,-,-,-,-,-,-,1,0.14,70,1.56
2026,09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
