年,週,都道府県,インフルエンザ_報告,インフルエンザ_定当,ＲＳウイルス感染症_報告,ＲＳウイルス感染症_定当,咽頭結膜熱_報告,咽頭結膜熱_定当,Ａ群溶血性レンサ球菌咽頭炎_報告,Ａ群溶血性レンサ球菌咽頭炎_定当,感染性胃腸炎_報告,感染性胃腸炎_定当,水痘_報告,水痘_定当,手足口病_報告,手足口病_定当,伝染性紅斑_報告,伝染性紅斑_定当,突発性発しん_報告,突発性発しん_定当,百日咳_報告,百日咳_定当,ヘルパンギーナ_報告,ヘルパンギーナ_定当,流行性耳下腺炎_報告,流行性耳下腺炎_定当,急性出血性結膜炎_報告,急性出血性結膜炎_定当,流行性角結膜炎_報告,流行性角結膜炎_定当,細菌性髄膜炎_報告,細菌性髄膜炎_定当,無菌性髄膜炎_報告,無菌性髄膜炎_定当,マイコプラズマ肺炎_報告,マイコプラズマ肺炎_定当,クラミジア肺炎_報告,クラミジア肺炎_定当,感染性胃腸炎（ロタウイルス）_報告,感染性胃腸炎（ロタウイルス）_定当
2015,08,三重県,712,9.89,7,,13,0.29,135,3.00,322,7.16,10,0.22,8,0.18,8,0.18,14,0.31,1,0.02,1,0.02,2,0.04,-,-,3,0.25,1,0.11,1,0.11,2,0.22,-,-,1,0.11
2015,08,滋賀県,375,7.08,10,,3,0.09,77,2.41,268,8.38,9,0.28,10,0.31,6,0.19,6,0.19,-,-,2,0.06,4,0.13,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2015,08,京都府,652,5.34,10,,15,0.21,117,1.60,430,5.89,18,0.25,13,0.18,13,0.18,16,0.22,-,-,1,0.01,11,0.15,-,-,3,0.19,-,-,-,-,-,-,-,-,2,0.29
2015,08,大阪府,1502,4.91,161,,73,0.37,489,2.47,1338,6.76,85,0.43,73,0.37,28,0.14,75,0.38,3,0.02,5,0.03,31,0.16,3,0.06,13,0.25,-,-,-,-,8,0.47,-,-,15,0.88
2015,08,兵庫県,1443,7.25,60,,54,0.42,266,2.06,1032,8.00,76,0.59,71,0.55,23,0.18,41,0.32,2,0.02,2,0.02,41,0.32,-,-,10,0.29,1,0.08,1,0.08,2,0.17,-,-,2,0.17
2015,08,奈良県,225,4.17,19,,10,0.29,32,0.94,182,5.35,20,0.59,25,0.74,6,0.18,9,0.26,-,-,-,-,6,0.18,-,-,3,0.33,-,-,-,-,-,-,-,-,3,0.50
2015,08,和歌山県,311,6.22,39,,2,0.06,41,1.32,147,4.74,16,0.52,6,0.19,1,0.03,7,0.23,-,-,-,-,8,0.26,-,-,-,-,-,-,-,-,-,-,-,-,1,0.09
2015,08,鳥取県,320,11.03,2,,3,0.16,136,7.16,163,8.58,2,0.11,-,-,-,-,8,0.42,1,0.05,-,-,5,0.26,-,-,-,-,-,-,-,-,-,-,-,-,9,1.80
2015,08,島根県,237,6.24,9,,3,0.13,80,3.48,170,7.39,9,0.39,15,0.65,2,0.09,11,0.48,-,-,-,-,5,0.22,-,-,-,-,-,-,1,0.13,1,0.13,-,-,-,-
2015,08,岡山県,647,7.70,14,,15,0.28,103,1.91,350,6.48,26,0.48,14,0.26,4,0.07,21,0.39,-,-,1,0.02,12,0.22,1,0.08,-,-,-,-,-,-,-,-,-,-,-,-
2015,08,広島県,1008,8.84,16,,31,0.44,206,2.90,712,10.03,34,0.48,13,0.18,2,0.03,35,0.49,-,-,-,-,31,0.44,-,-,5,0.26,-,-,-,-,4,0.19,-,-,1,0.05
2015,08,山口県,828,12.00,42,,10,0.21,144,3.00,307,6.40,36,0.75,14,0.29,-,-,32,0.67,-,-,1,0.02,2,0.04,-,-,3,0.33,-,-,-,-,2,0.22,-,-,1,0.11
2015,08,徳島県,231,6.08,13,,8,0.35,30,1.30,160,6.96,12,0.52,8,0.35,-,-,17,0.74,-,-,-,-,-,-,-,-,-,-,1,0.14,-,-,1,0.14,-,-,1,0.14
2015,08,香川県,209,4.35,31,,8,0.28,64,2.21,253,8.72,11,0.38,11,0.38,2,0.07,21,0.72,-,-,-,-,2,0.07,-,-,2,0.40,-,-,-,-,4,0.80,-,-,1,0.20
2015,08,愛媛県,568,9.31,47,,7,0.19,105,2.84,406,10.97,16,0.43,1,0.03,1,0.03,18,0.49,-,-,1,0.03,22,0.59,-,-,14,1.75,-,-,-,-,-,-,-,-,2,0.33
2015,08,高知県,826,17.21,25,,4,0.13,68,2.27,159,5.30,10,0.33,25,0.83,-,-,5,0.17,-,-,1,0.03,16,0.53,-,-,1,0.33,1,0.13,-,-,2,0.25,1,0.13,3,0.38
2015,08,福岡県,1496,7.56,111,,62,0.52,541,4.51,1077,8.98,64,0.53,69,0.58,72,0.60,91,0.76,1,0.01,6,0.05,69,0.58,1,0.04,11,0.42,-,-,2,0.14,-,-,-,-,3,0.21
2015,08,佐賀県,333,8.54,36,,6,0.26,55,2.39,250,10.87,16,0.70,31,1.35,8,0.35,20,0.87,-,-,1,0.04,39,1.70,-,-,-,-,-,-,-,-,-,-,-,-,5,0.83
2015,08,長崎県,586,8.37,49,,10,0.23,99,2.25,383,8.70,9,0.20,50,1.14,9,0.20,22,0.50,-,-,1,0.02,33,0.75,1,0.13,7,0.88,-,-,-,-,4,0.33,-,-,9,0.75
2015,08,熊本県,433,5.41,40,,15,0.30,101,2.02,481,9.62,26,0.52,39,0.78,5,0.10,41,0.82,1,0.02,7,0.14,15,0.30,-,-,5,0.56,-,-,1,0.07,-,-,-,-,3,0.20
2015,08,大分県,825,14.22,33,,15,0.42,93,2.58,436,12.11,26,0.72,32,0.89,14,0.39,25,0.69,-,-,3,0.08,7,0.19,-,-,8,1.60,-,-,-,-,4,0.36,-,-,-,-
2015,08,宮崎県,592,10.03,83,,19,0.53,59,1.64,360,10.00,27,0.75,12,0.33,1,0.03,36,1.00,-,-,1,0.03,2,0.06,-,-,9,1.50,-,-,-,-,-,-,-,-,-,-
2015,08,鹿児島県,1186,12.75,42,,44,0.80,221,4.02,502,9.13,35,0.64,38,0.69,12,0.22,19,0.35,1,0.02,1,0.02,3,0.05,-,-,5,0.71,-,-,-,-,-,-,-,-,1,0.08
2015,08,沖縄県,843,14.53,21,,9,0.26,63,1.85,108,3.18,49,1.44,45,1.32,2,0.06,6,0.18,2,0.06,1,0.03,112,3.29,1,0.10,5,0.50,-,-,1,0.14,1,0.14,-,-,9,1.29
2015,08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
