年,週,都道府県,インフルエンザ_報告,インフルエンザ_定当,ＲＳウイルス感染症_報告,ＲＳウイルス感染症_定当,咽頭結膜熱_報告,咽頭結膜熱_定当,Ａ群溶血性レンサ球菌咽頭炎_報告,Ａ群溶血性レンサ球菌咽頭炎_定当,感染性胃腸炎_報告,感染性胃腸炎_定当,水痘_報告,水痘_定当,手足口病_報告,手足口病_定当,伝染性紅斑_報告,伝染性紅斑_定当,突発性発しん_報告,突発性発しん_定当,ヘルパンギーナ_報告,ヘルパンギーナ_定当,流行性耳下腺炎_報告,流行性耳下腺炎_定当,急性出血性結膜炎_報告,急性出血性結膜炎_定当,流行性角結膜炎_報告,流行性角結膜炎_定当,細菌性髄膜炎_報告,細菌性髄膜炎_定当,無菌性髄膜炎_報告,無菌性髄膜炎_定当,マイコプラズマ肺炎_報告,マイコプラズマ肺炎_定当,クラミジア肺炎_報告,クラミジア肺炎_定当,感染性胃腸炎（ロタウイルス）_報告,感染性胃腸炎（ロタウイルス）_定当,COVID-19_報告,COVID-19_定当
2026,06,群馬県,1401,31.13,30,1.20,6,0.24,67,2.68,435,17.40,13,0.52,-,-,3,0.12,16,0.64,-,-,1,0.04,-,-,5,0.50,-,-,-,-,9,1.00,-,-,-,-,163,3.62
2026,06,埼玉県,10529,60.17,50,0.45,15,0.14,384,3.46,1409,12.69,32,0.29,5,0.05,8,0.07,19,0.17,3,0.03,12,0.11,1,0.02,8,0.19,-,-,1,0.08,5,0.42,-,-,2,0.17,690,3.94
2026,06,千葉県,11473,62.69,20,0.18,4,0.04,503,4.53,996,8.97,46,0.41,1,0.01,7,0.06,28,0.25,1,0.01,5,0.05,-,-,16,0.47,2,0.22,1,0.11,3,0.33,1,0.11,-,-,531,2.90
2026,06,東京都,16385,39.39,78,0.30,50,0.19,519,1.98,3756,14.34,77,0.29,7,0.03,14,0.05,41,0.16,3,0.01,7,0.03,-,-,6,0.15,-,-,-,-,7,0.28,3,0.12,-,-,849,2.04
2026,06,神奈川県,13550,55.76,82,0.58,19,0.13,361,2.56,1745,12.38,46,0.33,2,0.01,15,0.11,28,0.20,-,-,5,0.04,-,-,23,0.47,-,-,1,0.08,8,0.67,-,-,-,-,669,2.75
2026,06,新潟県,1452,26.40,11,0.37,1,0.03,176,5.87,102,3.40,16,0.53,-,-,6,0.20,3,0.10,1,0.03,2,0.07,-,-,1,0.10,-,-,-,-,9,0.69,-,-,-,-,278,5.05
2026,06,富山県,1158,24.64,5,0.17,11,0.38,175,6.03,372,12.83,6,0.21,-,-,4,0.14,7,0.24,2,0.07,-,-,-,-,-,-,1,0.20,-,-,1,0.20,-,-,2,0.40,138,2.94
2026,06,石川県,873,18.57,23,0.82,13,0.46,81,2.89,368,13.14,20,0.71,3,0.11,4,0.14,5,0.18,1,0.04,-,-,-,-,13,1.86,-,-,-,-,-,-,-,-,-,-,92,1.96
2026,06,福井県,792,20.31,20,0.80,20,0.80,82,3.28,217,8.68,15,0.60,27,1.08,2,0.08,4,0.16,1,0.04,-,-,-,-,-,-,-,-,-,-,1,0.17,-,-,2,0.33,56,1.44
2026,06,山梨県,2108,60.23,19,0.90,1,0.05,9,0.43,116,5.52,3,0.14,1,0.05,2,0.10,2,0.10,-,-,-,-,-,-,2,0.22,-,-,-,-,-,-,-,-,1,0.10,148,4.23
2026,06,長野県,1788,35.76,28,1.00,2,0.07,72,2.57,328,11.71,8,0.29,-,-,3,0.11,4,0.14,-,-,-,-,-,-,13,1.30,-,-,1,0.08,3,0.25,-,-,-,-,300,6.00
2026,06,岐阜県,1614,35.87,14,0.52,6,0.22,25,0.93,345,12.78,2,0.07,1,0.04,3,0.11,8,0.30,-,-,1,0.04,-,-,-,-,-,-,-,-,-,-,-,-,-,-,110,2.44
2026,06,静岡県,7784,56.00,34,0.38,16,0.18,97,1.09,510,5.73,13,0.15,2,0.02,20,0.22,15,0.17,-,-,3,0.03,-,-,5,0.23,-,-,-,-,3,0.30,-,-,-,-,329,2.37
2026,06,愛知県,9011,55.28,63,0.62,12,0.12,133,1.32,821,8.13,9,0.09,2,0.02,15,0.15,22,0.22,1,0.01,4,0.04,-,-,9,0.26,-,-,2,0.13,9,0.60,-,-,-,-,311,1.91
2026,06,三重県,3630,53.38,38,0.90,10,0.24,56,1.33,256,6.10,10,0.24,3,0.07,7,0.17,5,0.12,-,-,-,-,-,-,1,0.08,-,-,-,-,1,0.11,-,-,-,-,105,1.54
2026,06,滋賀県,1740,30.00,33,0.94,2,0.06,67,1.91,285,8.14,23,0.66,-,-,2,0.06,-,-,-,-,1,0.03,-,-,-,-,-,-,-,-,-,-,-,-,-,-,106,1.83
2026,06,京都府,2644,40.06,40,1.03,46,1.18,234,6.00,359,9.21,28,0.72,4,0.10,4,0.10,1,0.03,-,-,2,0.05,-,-,2,0.11,-,-,-,-,4,0.57,1,0.14,1,0.14,140,2.12
2026,06,大阪府,9004,31.05,232,1.25,75,0.41,361,1.95,1406,7.60,74,0.40,14,0.08,18,0.10,35,0.19,4,0.02,6,0.03,-,-,19,0.37,-,-,1,0.06,1,0.06,1,0.06,2,0.11,264,0.91
2026,06,兵庫県,8092,49.34,111,1.06,44,0.42,248,2.36,887,8.45,26,0.25,2,0.02,22,0.21,19,0.18,1,0.01,3,0.03,2,0.06,7,0.20,-,-,-,-,2,0.14,-,-,-,-,218,1.33
2026,06,奈良県,2026,48.24,42,1.75,6,0.25,42,1.75,213,8.88,8,0.33,-,-,2,0.08,9,0.38,-,-,-,-,-,-,4,0.40,-,-,-,-,-,-,-,-,-,-,49,1.17
2026,06,和歌山県,1639,36.42,34,1.26,5,0.19,28,1.04,190,7.04,3,0.11,-,-,2,0.07,6,0.22,-,-,-,-,-,-,-,-,-,-,-,-,1,0.09,-,-,-,-,64,1.42
2026,06,鳥取県,442,15.24,24,1.26,5,0.26,125,6.58,129,6.79,2,0.11,1,0.05,5,0.26,3,0.16,-,-,-,-,-,-,-,-,-,-,1,0.20,-,-,-,-,-,-,78,2.69
2026,06,島根県,740,37.00,5,0.45,17,1.55,30,2.73,152,13.82,9,0.82,-,-,3,0.27,5,0.45,-,-,2,0.18,-,-,1,0.33,-,-,1,0.13,1,0.13,-,-,-,-,83,4.15
2026,06,岡山県,1376,27.52,34,1.21,4,0.14,38,1.36,259,9.25,1,0.04,12,0.43,6,0.21,8,0.29,1,0.04,-,-,-,-,2,0.17,1,0.20,-,-,-,-,-,-,1,0.20,74,1.48
2026,06,広島県,2344,25.20,44,0.79,23,0.41,136,2.43,495,8.84,12,0.21,1,0.02,6,0.11,5,0.09,-,-,-,-,-,-,10,0.53,-,-,-,-,6,0.30,-,-,1,0.05,96,1.03
2026,06,山口県,2759,43.79,76,1.90,11,0.28,149,3.73,306,7.65,4,0.10,-,-,29,0.73,16,0.40,-,-,2,0.05,-,-,6,0.67,-,-,-,-,3,0.33,-,-,-,-,92,1.46
2026,06,徳島県,924,28.00,11,0.52,4,0.19,29,1.38,106,5.05,2,0.10,-,-,9,0.43,9,0.43,-,-,-,-,-,-,-,-,-,-,-,-,4,0.57,-,-,1,0.14,91,2.76
2026,06,香川県,342,14.87,17,1.31,1,0.08,11,0.85,107,8.23,3,0.23,-,-,7,0.54,1,0.08,-,-,-,-,-,-,4,0.80,-,-,-,-,2,0.40,-,-,4,0.80,67,2.91
2026,06,愛媛県,2280,61.62,21,1.05,10,0.50,173,8.65,164,8.20,10,0.50,-,-,14,0.70,7,0.35,-,-,-,-,-,-,15,1.88,-,-,-,-,1,0.17,-,-,-,-,131,3.54
2026,06,高知県,1194,31.42,11,0.55,3,0.15,55,2.75,90,4.50,-,-,-,-,10,0.50,3,0.15,-,-,-,-,-,-,1,0.33,-,-,-,-,2,0.25,-,-,2,0.25,95,2.50
2026,06,福岡県,5713,46.83,54,0.77,52,0.74,419,5.99,784,11.20,22,0.31,13,0.19,10,0.14,12,0.17,1,0.01,1,0.01,2,0.08,19,0.73,1,0.07,-,-,3,0.20,-,-,2,0.13,69,0.57
2026,06,佐賀県,942,39.25,12,1.00,8,0.67,38,3.17,82,6.83,-,-,2,0.17,5,0.42,6,0.50,1,0.08,1,0.08,-,-,-,-,-,-,2,0.33,1,0.17,-,-,1,0.17,25,1.04
2026,06,長崎県,2784,54.59,18,0.58,25,0.81,104,3.35,232,7.48,6,0.19,7,0.23,7,0.23,3,0.10,1,0.03,-,-,-,-,12,1.50,-,-,-,-,1,0.08,-,-,-,-,36,0.71
2026,06,熊本県,3759,52.21,52,1.08,20,0.42,72,1.50,393,8.19,13,0.27,17,0.35,32,0.67,27,0.56,2,0.04,1,0.02,-,-,7,0.78,-,-,-,-,1,0.07,-,-,1,0.07,87,1.21
2026,06,大分県,4041,69.67,23,0.64,20,0.56,93,2.58,597,16.58,19,0.53,-,-,13,0.36,15,0.42,-,-,2,0.06,-,-,2,0.40,-,-,-,-,3,0.27,-,-,-,-,52,0.90
2026,06,宮崎県,1594,56.93,9,0.60,35,2.33,53,3.53,185,12.33,7,0.47,2,0.13,12,0.80,5,0.33,-,-,-,-,-,-,10,1.67,-,-,-,-,2,0.29,-,-,1,0.14,52,1.86
2026,06,鹿児島県,4265,74.82,20,0.65,42,1.35,75,2.42,251,8.10,14,0.45,1,0.03,24,0.77,6,0.19,-,-,2,0.06,-,-,3,0.43,-,-,-,-,4,0.33,-,-,-,-,42,0.74
2026,06,沖縄県,832,18.49,7,0.28,10,0.40,39,1.56,104,4.16,22,0.88,-,-,3,0.12,5,0.20,1,0.04,1,0.04,-,-,30,3.33,-,-,-,-,1,0.14,-,-,1,0.14,34,0.76
2026,06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
