年,週,都道府県,インフルエンザ_報告,インフルエンザ_定当,ＲＳウイルス感染症_報告,ＲＳウイルス感染症_定当,咽頭結膜熱_報告,咽頭結膜熱_定当,Ａ群溶血性レンサ球菌咽頭炎_報告,Ａ群溶血性レンサ球菌咽頭炎_定当,感染性胃腸炎_報告,感染性胃腸炎_定当,水痘_報告,水痘_定当,手足口病_報告,手足口病_定当,伝染性紅斑_報告,伝染性紅斑_定当,突発性発しん_報告,突発性発しん_定当,ヘルパンギーナ_報告,ヘルパンギーナ_定当,流行性耳下腺炎_報告,流行性耳下腺炎_定当,急性出血性結膜炎_報告,急性出血性結膜炎_定当,流行性角結膜炎_報告,流行性角結膜炎_定当,細菌性髄膜炎_報告,細菌性髄膜炎_定当,無菌性髄膜炎_報告,無菌性髄膜炎_定当,マイコプラズマ肺炎_報告,マイコプラズマ肺炎_定当,クラミジア肺炎_報告,クラミジア肺炎_定当,感染性胃腸炎（ロタウイルス）_報告,感染性胃腸炎（ロタウイルス）_定当,COVID-19_報告,COVID-19_定当
2026,14,長野県,384,7.68,4,0.14,7,0.25,39,1.39,186,6.64,5,0.18,2,0.07,1,0.04,6,0.21,2,0.07,2,0.07,-,-,6,0.60,1,0.08,-,-,2,0.17,-,-,3,0.25,65,1.30
2026,14,岐阜県,105,2.33,12,0.44,3,0.11,38,1.41,249,9.22,10,0.37,2,0.07,3,0.11,8,0.30,-,-,1,0.04,-,-,-,-,1,0.20,-,-,1,0.20,1,0.20,1,0.20,22,0.49
2026,14,静岡県,154,1.38,37,0.55,14,0.21,103,1.54,230,3.43,18,0.27,5,0.07,5,0.07,13,0.19,1,0.01,2,0.03,-,-,3,0.14,-,-,-,-,-,-,-,-,-,-,68,0.61
2026,14,愛知県,425,2.61,46,0.46,11,0.11,118,1.17,495,4.90,18,0.18,5,0.05,4,0.04,28,0.28,-,-,2,0.02,-,-,6,0.17,-,-,1,0.07,2,0.13,-,-,3,0.20,75,0.46
2026,14,三重県,133,1.93,23,0.53,12,0.28,75,1.74,182,4.23,9,0.21,1,0.02,1,0.02,6,0.14,-,-,1,0.02,-,-,3,0.25,-,-,-,-,3,0.33,-,-,1,0.11,33,0.48
2026,14,滋賀県,174,3.00,20,0.57,6,0.17,43,1.23,140,4.00,6,0.17,-,-,-,-,7,0.20,-,-,1,0.03,-,-,-,-,-,-,-,-,-,-,-,-,-,-,24,0.41
2026,14,京都府,183,2.86,8,0.22,13,0.35,116,3.14,176,4.76,34,0.92,1,0.03,-,-,4,0.11,-,-,1,0.03,-,-,1,0.06,-,-,1,0.14,2,0.29,-,-,1,0.14,28,0.44
2026,14,大阪府,573,2.00,97,0.53,53,0.29,297,1.62,875,4.78,43,0.23,11,0.06,7,0.04,39,0.21,2,0.01,6,0.03,1,0.02,12,0.23,-,-,1,0.06,3,0.17,-,-,-,-,108,0.38
2026,14,兵庫県,406,2.51,46,0.45,17,0.17,175,1.70,526,5.11,25,0.24,10,0.10,7,0.07,23,0.22,-,-,1,0.01,-,-,5,0.15,-,-,2,0.14,-,-,1,0.07,3,0.21,72,0.44
2026,14,奈良県,133,3.17,12,0.50,3,0.13,65,2.71,137,5.71,8,0.33,2,0.08,1,0.04,6,0.25,-,-,1,0.04,-,-,5,0.50,-,-,-,-,2,0.33,-,-,-,-,20,0.48
2026,14,和歌山県,124,2.76,17,0.63,2,0.07,41,1.52,63,2.33,1,0.04,1,0.04,1,0.04,6,0.22,4,0.15,-,-,1,0.25,-,-,-,-,-,-,-,-,-,-,-,-,37,0.82
2026,14,鳥取県,186,6.41,8,0.42,5,0.26,97,5.11,64,3.37,4,0.21,-,-,2,0.11,1,0.05,-,-,-,-,-,-,-,-,-,-,1,0.20,2,0.40,-,-,-,-,21,0.72
2026,14,島根県,101,5.05,9,0.82,3,0.27,25,2.27,96,8.73,5,0.45,-,-,-,-,7,0.64,1,0.09,-,-,-,-,1,0.33,-,-,-,-,1,0.13,-,-,-,-,19,0.95
2026,14,岡山県,190,3.80,25,0.89,1,0.04,47,1.68,124,4.43,4,0.14,15,0.54,3,0.11,8,0.29,3,0.11,-,-,-,-,-,-,-,-,1,0.20,1,0.20,-,-,-,-,17,0.34
2026,14,広島県,297,3.23,18,0.33,12,0.22,102,1.85,223,4.05,6,0.11,3,0.05,3,0.05,10,0.18,2,0.04,1,0.02,1,0.05,11,0.58,-,-,-,-,1,0.05,-,-,-,-,40,0.43
2026,14,山口県,249,3.95,48,1.20,2,0.05,106,2.65,181,4.53,5,0.13,-,-,7,0.18,14,0.35,1,0.03,-,-,-,-,2,0.22,-,-,-,-,-,-,-,-,-,-,31,0.49
2026,14,徳島県,123,3.73,4,0.19,2,0.10,18,0.86,50,2.38,1,0.05,-,-,2,0.10,3,0.14,-,-,1,0.05,-,-,-,-,-,-,-,-,-,-,-,-,-,-,30,0.91
2026,14,香川県,37,1.61,5,0.38,1,0.08,12,0.92,84,6.46,-,-,-,-,3,0.23,2,0.15,2,0.15,-,-,-,-,-,-,1,0.20,-,-,-,-,-,-,1,0.20,11,0.48
2026,14,愛媛県,185,5.00,22,1.10,8,0.40,80,4.00,185,9.25,10,0.50,1,0.05,6,0.30,4,0.20,1,0.05,-,-,-,-,14,1.75,-,-,-,-,1,0.17,-,-,-,-,20,0.54
2026,14,高知県,23,0.61,15,0.75,4,0.20,20,1.00,30,1.50,1,0.05,-,-,4,0.20,2,0.10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,16,0.42
2026,14,福岡県,363,2.98,56,0.80,41,0.59,354,5.06,389,5.56,61,0.87,17,0.24,3,0.04,26,0.37,-,-,-,-,-,-,22,0.85,-,-,-,-,1,0.07,-,-,-,-,34,0.28
2026,14,佐賀県,58,2.42,19,1.58,3,0.25,53,4.42,63,5.25,4,0.33,2,0.17,3,0.25,9,0.75,1,0.08,-,-,-,-,-,-,-,-,1,0.17,1,0.17,-,-,-,-,2,0.08
2026,14,長崎県,178,3.49,45,1.45,18,0.58,81,2.61,150,4.84,14,0.45,2,0.06,-,-,5,0.16,-,-,-,-,-,-,9,1.13,-,-,-,-,-,-,-,-,-,-,18,0.35
2026,14,熊本県,182,2.53,24,0.50,8,0.17,124,2.58,201,4.19,25,0.52,12,0.25,12,0.25,20,0.42,5,0.10,1,0.02,-,-,8,0.89,-,-,-,-,-,-,-,-,-,-,29,0.40
2026,14,大分県,128,2.21,7,0.19,12,0.33,81,2.25,243,6.75,11,0.31,1,0.03,2,0.06,11,0.31,-,-,3,0.08,-,-,1,0.20,-,-,1,0.09,-,-,-,-,-,-,24,0.41
2026,14,宮崎県,63,2.25,9,0.60,6,0.40,51,3.40,117,7.80,14,0.93,18,1.20,7,0.47,5,0.33,1,0.07,-,-,-,-,8,1.33,-,-,-,-,-,-,-,-,-,-,11,0.39
2026,14,鹿児島県,96,1.68,33,1.06,25,0.81,63,2.03,156,5.03,6,0.19,2,0.06,7,0.23,8,0.26,1,0.03,1,0.03,-,-,2,0.29,-,-,-,-,1,0.08,-,-,-,-,15,0.26
2026,14,沖縄県,292,6.64,2,0.08,2,0.08,19,0.79,88,3.67,21,0.88,1,0.04,-,-,1,0.04,1,0.04,-,-,-,-,11,1.22,1,0.14,-,-,-,-,-,-,1,0.14,84,1.91
2026,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
