年,週,都道府県,インフルエンザ_報告,インフルエンザ_定当,ＲＳウイルス感染症_報告,ＲＳウイルス感染症_定当,咽頭結膜熱_報告,咽頭結膜熱_定当,Ａ群溶血性レンサ球菌咽頭炎_報告,Ａ群溶血性レンサ球菌咽頭炎_定当,感染性胃腸炎_報告,感染性胃腸炎_定当,水痘_報告,水痘_定当,手足口病_報告,手足口病_定当,伝染性紅斑_報告,伝染性紅斑_定当,突発性発しん_報告,突発性発しん_定当,ヘルパンギーナ_報告,ヘルパンギーナ_定当,流行性耳下腺炎_報告,流行性耳下腺炎_定当,急性出血性結膜炎_報告,急性出血性結膜炎_定当,流行性角結膜炎_報告,流行性角結膜炎_定当,細菌性髄膜炎_報告,細菌性髄膜炎_定当,無菌性髄膜炎_報告,無菌性髄膜炎_定当,マイコプラズマ肺炎_報告,マイコプラズマ肺炎_定当,クラミジア肺炎_報告,クラミジア肺炎_定当,感染性胃腸炎（ロタウイルス）_報告,感染性胃腸炎（ロタウイルス）_定当
2022,06,香川県,1,0.02,-,-,8,0.29,4,0.14,215,7.68,-,-,-,-,-,-,9,0.32,-,-,1,0.04,-,-,2,0.40,-,-,-,-,-,-,-,-,-,-
2022,06,愛媛県,1,0.02,17,0.46,6,0.16,26,0.70,331,8.95,3,0.08,1,0.03,-,-,18,0.49,-,-,-,-,-,-,7,0.88,-,-,-,-,-,-,-,-,-,-
2022,06,高知県,-,-,2,0.07,-,-,4,0.14,123,4.39,1,0.04,-,-,-,-,5,0.18,-,-,1,0.04,-,-,-,-,1,0.13,-,-,-,-,-,-,-,-
2022,06,福岡県,1,0.01,152,1.27,30,0.25,128,1.07,770,6.42,20,0.17,5,0.04,1,0.01,51,0.43,-,-,1,0.01,-,-,1,0.04,-,-,-,-,-,-,-,-,-,-
2022,06,佐賀県,-,-,23,1.00,9,0.39,7,0.30,131,5.70,1,0.04,2,0.09,-,-,13,0.57,1,0.04,1,0.04,-,-,1,0.25,-,-,-,-,-,-,-,-,-,-
2022,06,長崎県,-,-,53,1.20,7,0.16,67,1.52,181,4.11,4,0.09,8,0.18,-,-,11,0.25,-,-,-,-,-,-,1,0.13,-,-,-,-,-,-,-,-,-,-
2022,06,熊本県,-,-,73,1.46,9,0.18,2,0.04,254,5.08,13,0.26,10,0.20,1,0.02,17,0.34,5,0.10,-,-,-,-,1,0.11,-,-,-,-,-,-,-,-,1,0.07
2022,06,大分県,-,-,7,0.19,4,0.11,10,0.28,505,14.03,2,0.06,15,0.42,2,0.06,12,0.33,2,0.06,1,0.03,-,-,2,0.40,-,-,-,-,-,-,-,-,-,-
2022,06,宮崎県,1,0.02,95,2.64,15,0.42,27,0.75,283,7.86,5,0.14,5,0.14,-,-,16,0.44,1,0.03,-,-,-,-,5,0.83,-,-,-,-,-,-,-,-,-,-
2022,06,鹿児島県,-,-,61,1.15,22,0.42,26,0.49,417,7.87,6,0.11,25,0.47,-,-,17,0.32,3,0.06,4,0.08,-,-,1,0.14,-,-,-,-,-,-,-,-,-,-
2022,06,沖縄県,2,0.04,6,0.18,1,0.03,16,0.47,28,0.82,3,0.09,18,0.53,-,-,7,0.21,-,-,1,0.03,-,-,3,0.33,-,-,-,-,-,-,-,-,-,-
2022,06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
